speaker,text
55_MANY,<NONVERBAL>
55_PERR,"Good afternoon ladies and gentlemen, It's uh, truly a historic occasion today, to have uh among us, a citizen who has contributed so much, not only to this entire area, but t- to the world of ceramics, and also to the world of literature, and been part uh..."
55_WOOD,<NONVERBAL>
55_PERR,"Of one of the great artistic movements, which revolutionized, the way art was considered, and which today still has, extraordinary resonance, in the work of younger artists, who are rediscovering, something that was discovered, at the v-... almost at the beginning of this century, and with which Miss Wood, was so intimately involved..."
55_WOOD,<XX>.
55_PERR,To have the Mother of Dada with us...
55_WOOD,<NONVERBAL>
55_MANY,<NONVERBAL>
55_WOOD,"Let's keep <XX>, Is this it."
55_PERR,"Is in deed a pleasure. N- now, I would like to hold forth, but I don't think I'm going to be allowed to..."
55_MANY,<NONVERBAL>
55_PERR,So...
55_WOOD,<NONVERBAL>
55_PERR,"Beatrice uh, it is yours..."
55_WOOD,<NONVERBAL>
55_PERR,<NONVERBAL>
55_WOOD,Is uh my voice alright...
55_MANY,<NONVERBAL>
55_WOOD,"Like this alright. Now, referring to that period, just mentioned. It all touched me, by the name no. No is the most dangerous word in the English language. And, it has absolutely changed my life. For instance, I was brought up, very carefully, I was a good little girl. And I was in great revolt. My mother saw that I had a governess, that I went to private schools, and I was in. I didn't like this at all. Now, one day, I met Elisa. A journalist. She knew writers, she knew artists, she lived a bohemian life, and I was very attracted. And interested. So I invited her to home, for luncheon. After she left, my mother said to me, she's common..."
55_MANY,<NONVERBAL>
55_WOOD,"That hurt me. That was first no. Alright, So the next time, I went to see her, and, she had a little apartment in Greenwich Village, and she said, there's a young musician, of twenty-six. Who's broken his leg, he's French, he's very lonely, you speak French, so go see him. So uh, I went to see him in the hospital, and it was uh Varese, the musician of the avant-garde music, and, the second time I went to call on him, Marcel Duchamp was there. The great painter, of The Nude Descending the Staircase. Alright. Marcel Duchamp, introduced me, to, Henri-Pierre Roche. Roche was a collector of art, and a diplomat, uh sent by the French government, very correct, he called on my parents twice, and after he left, my mother said, you're in love with that man. You shouldn't see him again..."
55_MANY,<NONVERBAL>
55_WOOD,I didn't know whether I was or not...
55_AUD,<NONVERBAL>
55_WOOD,But I was attracted. Alright. That was her second no...
55_MANY,<NONVERBAL>
55_WOOD,"So, very politely, he called a third time, and I said, oh uh. I was at the phone, I'll come to see you. He said, oh no, I just have a little apartment in Greenwich Village, it's nothing at all, I said oh that's alright, I don't mind, he said, no no no, it's. It's not. It's not attractive. I said look. I'm shopping just around the corner..."
55_MANY,<NONVERBAL>
55_WOOD,I see you get the point...
55_AUD,<NONVERBAL>
55_MANY,<NONVERBAL>
55_WOOD,"It was a lie, if I ever said one..."
