speaker,text
40_DEBR,"Good afternoon ladies and gentlemen, We'd like to welcome you to the Kentucky Horse Park, and to the Hall of Champions presentation. We have four geldings and one stallion that we'll present for you this afternoon, and as we bring them out, we'll give you the history on each one, and please feel free to take all the pictures that you want, and to ask questions... Our first horse here today at the Hall of Champions, is our only thoroughbred stallion. This is Bold Forbes. Bold Forbes is a dark bay or brown stallion, and he was foaled in nineteen seventy-three. He is by the stallion Irish Castle, and out of the unraced mare Comely Nell. He was bred by Lee Eaton, and Red Bull Stables. This grandson of Bold Ruler was entered into a sale in July of nineteen seventy-four. Mister Estaban Tizol, a banker and real estate developer from Puerto Rico, liked Bold Forbes' pedigree. And he liked this horse so much, that he decided he was going to buy him, no matter what the cost. The cost ended up being fifteen-thousand two-hundred dollars, and Bold Forbes was then shipped to El Commandante racetrack in San Juan Puerto Rico. In Bold Forbes' very first start in Puerto Rico as a two-year-old, he went off at odds of thirty-five to one, and he won that race by seventeen lengths. He was entered into four more races, he won them all, and in doing so, he was named champion two-year-old in Puerto Rico. Well El Commandante is the only racetrack in Puerto Rico, so it didn't take Bold Forbes too long to run out of competition. So in the summer of nineteen seventy-five, he was shipped to New York, to his new trainer Laz Barrera. In New York he won the Freemont Stakes, and the Saratoga Special, before he injured his shins, and was given the rest of the year off. Well all of Bold Forbes's races up to this point had been sprints, or six furlong races. The Kentucky Derby is a much longer race, at a mile and a quarter. So as a three-year-old, Forbes wasn't given much of a chance at all in the Kentucky Derby. But his trainer had more confidence in him than that, and with Angel Cordero junior in the saddle, Bold Forbes won the Kentucky Derby, at odds of seventeen to one, one length in front of the leader, Honest Pleasure. The Preakness however was a disappointment for Bold Forbes. He cut his left hind heel during the race, but he still managed to run third. But when the Belmont rolled around, he had that all healed up, and he won the Belmont stakes by a neck. In October, Forbes was entered into the Vosburgh Handicap, and again he severely bruised his right hind foot. Again he ran a very game third, but after this race, he was considered too valuable a breeding stallion to risk any more injury. So he was retired to stud from the track. Bold Forbes was syndicated to stud for a hundred and thirty thousand dollars per share, and he stood his entire career at Arthur Hancock Stone Farm. As a stallion, Bold Forbes produced a champion filly Tiffany Lass, a winner of over half a million dollars, Bold Apparel, a champion filly in Italy, Air Forbes One, and over two-hundred other winners. Bold Forbes is a winner of over half a million dollars, in just two years on the racetrack. He was in eighteen races, and had thirteen wins, and was never worse than third. He was retired from stud duty in the spring of nineteen ninety-one. He is twenty-one years old, and stands fifteen point three hands tall. Ladies and gentlemen, the nineteen seventy-six Kentucky Derby winner, Bold Forbes..."
40_MANY,<NONVERBAL>
40_DEBR,"Does anyone have any questions, while we're waiting for the next horse to come out. Questions. Okay, while we're waiting, I'll just call everyone's attention to this horse, I don't know if everyone can see him, over here in this paddock on the right, this is Sergeant Pepper Feature, and, he's usually in our show, but, because Bold Forbes is up here today, he. We kicked him out. We have six horses that belong to the Hall of Champions, and only five stalls. So we could only have five at a time in the show. Um, Sergeant Pepper was the nineteen eighty-two world champion racing quarter horse, and, at the time of his retirement, he was the eighth richest quarter horse in history, and he had earnings of over nine-hundred thousand dollars. So, on your way out today, you might wanna just take a look over there, and say hi to Sergeant Pepper... And there's Bold Forbes looking out the window. If anybody can see him, he's right there, watching the show... Our next horse is the first horse to retire here to the Hall of Champions, that is not a racehorse. This is Imperator. And he is a five-gaited American Saddlebred showhorse. Perry, as he is commonly called, is by the sire Supreme Sultan, who is buried in front of the saddlehorse museum here at the Horse Park. He is out of the dam Empress Wing, and she is by the great sire Wing Commander. Only Wing Commander holds more world grand championships than Imperator. Perry was born in Wilmette Illinois, and he was purchased there as a two-year-old, by his owner, Doctor Geraldine Meanor, and then sent to his trainer, Don Harris, of Simpsonville Kentucky. Now Perry and Mister Harris had a very special bond that they shared. They both had the same birthday. And as the years went past, and Imperator's popularity increased, Mister Harris didn't get too upset when Perry received more birthday cards and presents than he did. Being five-gaited means that Perry performs the three natural gaits, the walk trot and canter, plus two manmade gaits, the slow gait and the rack. The only difference in these gaits are the speed at which they're performed. Perry's greatest accomplishment was winning the five-gaited world grand championship four times. And he has also been reserve world champion five times. He was shown eighty-five times, at forty-four shows around the country. He has sixty-eight blue ribbons, thirteen seconds, and very rarely was he ever worse than third. Now the first time Perry was shown, he was very wild and inexperienced, and he stepped on just about every foot in the show ring. And he even chased the judges out of the ring on several occasions. But the second time he was shown, he had improved so much, the judges said he would have won if he'd been lying on his back, with all four feet stuck up in the air. Perry's most beautiful characteristic during his show career was his tail. At the highlight of his career, Perry's tail was fourteen feet long, and could be wrapped completely around his body. If you wanted to take a picture of all of Perry, you had to take two pictures to include all of his tail. When Perry was retired, Mister Harris cut his tail, to make it easier to care for, and he was able to make three false tails from the hair he had taken from Perry's tail. Well Perry had been retired here for about two years, but had never had a formal retirement. So in August of nineteen ninety-one, Perry was formally retired at the world championship horse show in Louisville Kentucky. That night, Imperator and his trainer, Mister Don Harris, stepped into the ring, one last time together, and were both named the American Saddlebred horse and trainer for the decade of the nineteen-eighties. Perry is now twenty years old, and stands fifteen point three hands tall. Ladies and gentlemen, the four-time world grand champion, Imperator..."
40_MANY,<NONVERBAL>
40_DEBR,"Does anyone have any questions, while we're. Yes."
40_AUD,What's the average age that a horse lives to.
40_DEBR,"A good average is about twenty-eight, if they're well taken care of. Um, a lotta horses will live into their thirties. A- a good way to compare horse ages to humans, is to multiply by three. And. Except, I think the oldest liv-. Oh, oldest horse on record, I think in the Guinness Book of World Records, was sixty-two. So don't multiply that that one by three. That would be what, a hundred and eighty-six or something. Are there any other questions. No. If anyone's interested in seeing what Perry looked like, when he had his fourteen-foot tail, um, when you come into the visitor center, I don't know if- if anybody noticed this, there's a TV monitor right after you. Where you buy your tickets when you come in, and you look up, and there's a. An ongoing Hall of Champions presentation on this TV monitor up there, and uh, there's a little clip of Imperator on there, and I think he's slowgaiting, which was his most beautiful gait, um, and you can see his fourteen-foot tail up there, and that was-. It was really beautiful... Do you have a question. Back there."
40_AUD,He wants to know how you say hi to a horse.
40_DEBR,"Um, just say hi. You can just say hi, and they-. And you can say their name, cause they know their names. So if you wanted to say hi to Imperator, just. And he goes by Perry, so if you just come up to him and say hi Perry, he'll know you're talking to him. Our next horse is one of our two thoroughbred geldings here at the Hall of Champions, this is Forego. Forego is by the Argentine stallion Forli, and he is out of the champion race mare Lady Golconda. He was bred and raised at Claiborne Farm in Paris Kentucky. Due to Forego's large size, he was not raced as a two-year-old, because his owners thought they would give him more time to mature. He started his racing career as a three-year-old. And he ran well enough to be entered in the nineteen seventy-three Kentucky Derby. Well you may recall that this was the year that a horse named Secretariat won the Kentucky Derby, on his way to sweeping the Triple Crown. Well Forego wasn't as successful as Secretariat that day, But he did run a fine race. He was involved in a bumping incident, as the horses left the starting gate. He recovered from that, but he and another horse, Our Native, bumped through the entire stretch, and both horses ended in a photo finish for third. After the steward's inquiry, Forego had to settle for fourth, because the steward said the bumping was all his fault. The older Forego got, the better he got, and he became one of the greatest handicap horses to ever race. He has also been voted one of the top ten racehorses of the century. Being a handicap horse means that Forego ha-. Forego had to carry a lot of extra weight, over whatever distance he was asked to run, in order to give the other horses more of a chance. He was in thirty-four handicap events, and thirty times, he was the high-weighted horse. The most weight Forego ever had to carry to victory, was a hundred and thirty-seven pounds. And that was in the nineteen seventy-six Marlboro Cup. Well before the race it had rained, and the track was sloppy, and Forego was always a little wimpy about getting his feet wet. So as the field turned for home, it looked just as if he was hopelessly beaten, some ten lengths behind the leader Honest Pleasure. Honest Pleasure had been the Kentucky Derby favorite that year, He was three years younger than Forego, and was carrying almost twenty pounds less in weight. But determined to win, Forego made up that last quarter mile, in twenty-two seconds flat, and he beat Honest Pleasure at the wire. The jockey that rode Forego, the great Willy Shoemaker, said there wasn't a horse alive, that could've beaten Forego on that day. Forego was named horse of the year, three consecutive years, in nineteen seventy-four seventy-five and seventy-six. And he has also been champion sprinter, as well as champion handicap horse. An Eclipse Award is the highest honor a thoroughbred can receive. And Forego holds eight Eclipse Awards, which is more than any other horse. Forego retired in nineteen seventy-eight, with earnings of over one point nine million dollars, which made him the second richest thoroughbred in history at that time, behind Kelso. He was inducted into racing's hall of fame in nineteen seventy-nine. Forego is one of our senior citizens here at the Hall of Champions, he is twenty-four years old, and stands a very impressive seventeen point one hands tall. Ladies and gentlemen, the great handicap horse, Forego..."
40_MANY,<NONVERBAL>
