speaker,text
43_ALIC,"Well when you said that though uh, m- my my new boss, she came. She told Mike yesterday-, she's I wanna be there at seven o'clock to go to community meeting. And so Mike is there at seven fifteen, he says, I wonder where she is. You know, and he says I get up, I wasn't planning on coming in until eight, and here I am early. And so she comes in, she says I apologize for for being late and everything. She's I forgot, we might have to scrape windows out here, cause she's from Arkansas. And so she went into the community afterwards, she's, it hasn't been a good morning she says, I bought four five pairs of new pants, before I left, and had em shortened. She goes and I didn't bother to try em on before I left. So she's all of em are not short enough. She's, these are the shorter one, and they're about two inches too long..."
43_ANNE,Oh man.
43_ALIC,"And then, she brought- bought a brand new attache case. And yesterday was the first day she used it. Put a bunch of stuff in it to read, went home last night, and couldn't get it open. The lock would not open. And she's, I don't think it came with a kay and it's this. K- a key. And it's this beautiful attache, leather. One that she bought just before she left. She couldn't get it open. So Mike tried and he couldn't get it, and I says, uh, don't worry, I says, we'll get, we'll get one of the maintenance men, I says they can fix anything."
43_ANNE,"Or get one of the kids, they could probably."
43_ALIC,Well that's what I told her...
43_ANNE,<NONVERBAL>
43_ALIC,I said...
43_ANNE,<NONVERBAL>
43_ALIC,"One of the kids could probably have it out in thirty-five seconds, she's, I know. We won't..."
43_ANNE,<NONVERBAL>
43_ALIC,"We won't test them. So I had Bill come over, Bill comes over with his Leatherman Toolman, or. Or whatever it is. Few minutes, he had it undone."
43_ANNE,So she can't use it now though.
43_ALIC,"Well, she says she has to really look, and it came with a strap too, she says maybe on the strap there's a key. She's and I didn't bother. She just likes it with the handle, not the shoulder strap."
43_ANNE,Mhm.
43_ALIC,"So she says, it has not been a good day. My pants didn't fit, and she says they're too long. She says I hate em. They uh. You know, and they were kinda long on her shoes. And we were kidding her I says, just buy real high heels, and then you won't have to have em reshortened. Her attache case wouldn't. Well, first, and then the windshield wipers needed wiping, and then the attache case she's, this is not a good morning. I says well."
43_ANNE,Mm.
43_ALIC,"This is your second day of work, it only goes down hill from there."
43_ANNE,"Unhunh and that. That ice stuff was thick too, cause I took the blankets off my car this morning."
43_ALIC,Mhm.
43_ANNE,"By the time I went out there again they were still f-. They were frozen over, you know that that thin."
43_ALIC,Mhm.
43_ANNE,"Just that foggy stuff, and I'm like oh my God."
43_ALIC,Why didn't you go work out this morning.
43_ANNE,Ma- my legs were kinda sore this morning.
43_ALIC,Still.
43_ANNE,"When I got up, so I thought that's probably not good. I'm gonna go tomorrow, but I was thinking, I don't wanna."
43_ALIC,Di-.
43_ANNE,"You know if if I did pull something, I don't know what I did to em."
43_ALIC,Y- uh. Did you take the Tylenol...
43_ANNE,<XX>.
43_ALIC,Like I told you to yesterday.
43_ANNE,Yeah. I took some this morning then too.
43_ALIC,Okay.
43_ANNE,Just to make sure.
43_ALIC,"I think, you know, and you might be just a bug that, kind of a flu achy type thing."
43_ANNE,"Yeah. Yeah cause Jenny had that flu today, she went home today and, a lot of people have had it, b- you know the like s- fall-. Paula went in and found out to the doctor, she was tired of just having this kind of, just not feeling real well, and she thought she had an ear infection."
43_ALIC,Mhm.
43_ANNE,"She went in, and she she- had a sinus infection."
43_ALIC,Mhm.
43_ANNE,Gave her some antibiotics. She goes at least I'll get over it then.
43_ALIC,Yeah. Yeah.
43_ANNE,"You know so I think it just might have been something around, but God, that was the weirdest thing."
43_ALIC,"That's what I did all day today, I had three or four different kids come up, and complain of, nasal, sinus problems. So every time one of the doc-. Their docs came on, I wrote another order and."
43_ANNE,"I know, it's just."
43_ALIC,"Called Bruce and, added their name."
43_ANNE,It's just one of these long going flu things.
43_ALIC,"Bruce wanted to go hunting today, and every time I call him I says, you're not getting out here early..."
43_ANNE,<NONVERBAL>
43_ALIC,"And then finally he told me he says, uh, he wasn't going today with Mike anyhow. Mike left early."
43_ANNE,Mhm.
43_ALIC,"And wasn't going hunting. Today. So, In fact, then I didn't leave until f- four o'clock. And then him at the copier machine, I said so much for getting out on time on Friday..."
43_ANNE,Oh yeah. Well I thought-.
43_ALIC,Mm.
43_ANNE,"I said Paula, I can stay if you want me to. Cause I wasn't doing anything, and we didn't do anything all day long pretty much, it was boring. We had custom-. Can I just have a little bit of that soup, just to try it."
43_ALIC,I tried. It's really spicy Annette.
43_ANNE,Oh yeah. That's alright.
43_ALIC,"Dad, uh doesn't cut up his onions, as s. As smooth as I do. And I think, when I made it, I used my salsa not his salsa."
43_ANNE,Yeah.
43_ALIC,And when the chili powder says two to four teaspoons.
43_ANNE,He used the four.
43_ALIC,"I probably used two. He used the four. So it's real, It'll open up your sinuses."
43_ANNE,Well I like. I like the onions. I just wanna try it.
43_ALIC,Yeah.
43_ANNE,It just smells so good.
43_ALIC,"Well try a couple spoonfuls. And, I think I'll only cook it for about another half hour, and then I'll turn it off."
43_ANNE,"Yeah. Um, because, well we had customer appreciation day. So we had hot dogs, and then we had the retirees come, and they're really nice ladies. And we got corco- corsages for em and stuff, you know they really like that. And um, they're like this is probably the last year you guys get to do this, with the merger, and we're like yeah, probably. But um, they were really nice, and, but we had hot dog-. I just had a hot dog for lunch. I was gonna go buy something and I thought, God, why waste money on a hot dog, when I, or uh, on food when I could just eat a hot dog. So I had two of em, and I mean the first one kinda tasted pretty good..."
43_ALIC,<NONVERBAL>
43_ANNE,"And I ate the other one, then half of the other one, it was like, whoah."
43_ALIC,Yeah.
