speaker,text
19_FRAN,"Well, with all-."
19_MELI,Not before I graduate.
19_FRAN,"Well, they're really concerned about these proposals on the ballot, for next week... or two weeks from now, or whenever it is, next week I guess."
19_MELI,Mom... do I really have to go through and r- read this...
19_FRAN,<NONVERBAL>
19_MELI,To make sure that I didn't leave out any of my sentences or anything.
19_JAN,You need to make progress... not go back over what you've already done.
19_MELI,"Okay, because out of the eight that I've done, I notice on one of them I skipped two sentences. They weren't really important, but I did skip two of em... and so now I'm paranoid that I'm gonna skip a bunch more so I have to go back and proofread... does it matter."
19_JAN,"Not at this point, You should be making progress..."
19_MELI,Okay...
19_FRAN,<NONVERBAL>
19_JAN,Your ten minutes are up.
19_MELI,And I've proofread the whole thing... uh.
19_JAN,How many pages do you have to copy.
19_MELI,"Excuse me. Just two more... actually, that."
19_JAN,"Okay, I'm gonna check on you in ten minutes, if you haven't gotten one page done, in ten minutes you'll go-."
19_MELI,"One side of a page. It takes me a long time, because I've got to go over the sentences, figure out, if I'm gonna rewrite them or leave them the same, and just write them out."
19_JAN,Well y-.
19_MELI,"I can't write them exactly the way they are, because they stink."
19_JAN,Then you need to go downstairs and finish it.
19_MELI,I'm fine.
19_FRAN,"Melissa, it's nine o'clock."
19_MELI,I'm not gonna do any better downstairs.
19_FRAN,It's nine o'clock in the evening.
19_JAN,You also have algebra to do.
19_MELI,I can skip algebra.
19_FRAN,No you can't.
19_JAN,No... you-.
19_MELI,Alright fine. I'll do my algebra then.
19_JAN,"No, you ge- take that downstairs... right now."
19_FRAN,"Ho- ho- honey, You need to be able to concentrate and get it done."
19_JAN,And don't argue.
19_FRAN,"You've visited with Ron, and you'll also see him on the weekend."
19_MELI,So what.
19_JAN,Well...
19_MELI,That was rude...
19_RON,<NONVERBAL>
19_FRAN,You know...
19_MELI,<NONVERBAL>
19_BRET,"She knows it too, she did it on purpose."
19_JAN,"Take it downstairs. Or, are you listening."
19_MELI,Are you gonna add like the little lines that jut out of these.
19_FRAN,Get your pen back from that.
19_BRET,Yeah... uh.
19_MELI,"It's erasable, and I am not marking on it."
19_BRET,I don't care if it's erasable. Don't touch it.
19_MELI,I didn't.
19_BRET,I know... don't.
19_MELI,That's actually very good lettering sir.
19_BRET,I know.
19_JAN,This is your final.
19_MELI,"Mom, you gave me another ten minutes."
19_JAN,Warning. No I didn't.
19_FRAN,"No, no longer."
19_JAN,I have retracted it...
19_MELI,<NONVERBAL>
19_JAN,"You argued with me long enough, I changed my mind."
19_MELI,"Okay, I retract all my arguing. I totally agree. I should go downstairs. Now can I stay up here."
19_JAN,No...
19_RON,<NONVERBAL>
19_BRET,Doesn't work in this household.
19_FRAN,"You may use my desk. Well wait a minute, it's a royal mess, isn't it."
19_MELI,Yes it is.
19_FRAN,You'll just have to carefully set things aside.
19_BRET,Symphony.
19_FRAN,And I'll go through the piles.
19_RON,A.
19_JAN,We can go down there and sit.
19_BRET,Dun da-da-dum.
19_FRAN,At my earliest convenience.
19_BRET,Da-da-da-dun dun da-da-da.
19_JAN,You wanna go down there and sit.
19_BRET,Dun-dun-dun-dun dun da-da-.
19_MELI,No...
19_JAN,<XX>.
19_MELI,"You guys, I wanna be able to be with you."
19_FRAN,Did dad watch Perot.
19_BRET,So do.
19_FRAN,Last night.
19_BRET,Unh...
19_RON,I don't think so.
19_FRAN,"And, recorded the game. I figured he'd be interested in hearing him at least."
19_BRET,Excuse me.
19_JAN,Well his mind's made up.
19_BRET,Uh.
19_FRAN,"Well I know that... but it might just be fun t-, to listen to him..."
19_BRET,<NONVERBAL>
19_MELI,"One thing is, never bring up politics with my grandpa Hutch... because, you'll get in a big family..."
19_BRET,<NONVERBAL>
19_MELI,Argument.
19_JAN,Excuse me.
19_MELI,"And Mom. Or no... was it Grandpa Flynn. Well anyway, either way."
19_FRAN,It is not pleasant to talk about it with either one of em...
19_RON,<NONVERBAL>
19_MELI,Uh Either way.
19_FRAN,Believe me...
19_MELI,"I made some comment, I made some stupid comment, like why are you voting for them... or something like that. And then uh, they went on, for like, an hour... or the whole dinner time... which was probably forty-five minutes... about..."
19_BRET,<NONVERBAL>
19_MELI,"The political views, and all this other stuff. And they just talked about it, on and on and on and on and on. And so Mom told me never ever to ask."
19_FRAN,Maybe I'll have tea.
19_MELI,Anything about that again.
19_FRAN,Could you grab me a box of tea.
19_MELI,That was Grandpa Flynn. I asked him something about the Democratic Platform...
19_X,<NONVERBAL>
19_MELI,Like what all do they believe.
19_FRAN,"Oh here, we got this. I'll just use that."
19_MELI,Dumb question.
19_RON,"It's not pleasant to talk about politics with anyone who doesn't believe... uh d- not believe, but doesn't."
19_MELI,Agree with you.
19_RON,"Vote in the same way that you vote, or whatever... <XX>."
19_MELI,I don't vote.
19_RON,It's hardly ever pleasant.
19_MELI,So.
19_FRAN,It has a real way...
19_RON,<NONVERBAL>
19_FRAN,"Of stifling conversation and, It's just like tonight at that in-service... uh Noble, whatever her name is, was sitting, on this side... and she says something about."
19_MELI,Angie Noble.
19_FRAN,Clinton.
19_MELI,Angie Noble.
19_FRAN,"And about. I forget what she said, you know, about supporting Clinton and, and was just kind of... something about that, and Donna here and there she says, well, I don't know she says, I'm gonna vote for the other guy, it's like, end of conversation, let's just, be quiet folks..."
19_RON,<NONVERBAL>
19_FRAN,I don't wanna hear any more...
19_RON,<NONVERBAL>
19_FRAN,<NONVERBAL>
19_MELI,"Missis Noble's definitely very democratic. Mom, I'm going... because she's pro-choice. Anyway, I think that isn't... not a good reason to base your decision though..."
19_X,<NONVERBAL>
19_MELI,<XX> <XX>.
19_BRET,"See I didn't miss anything. Good. Then I can get one of our great erasers, and just... go."
19_RON,Wh-. Why is there a exclamation point.
19_BRET,There isn't one anymore.
19_MELI,Cause it's.
19_BRET,It's going to be erased.
19_RON,"Oh, I see."
19_MELI,"Cause it's not symphony, it's symphony..."
19_RON,<NONVERBAL>
19_X,Like that.
19_FRAN,"What are you gonna do with this thing, Brett."
19_BRET,Draw on uh...
19_MELI,<NONVERBAL>
19_BRET,Where.
19_RON,There's erasers in there.
19_FRAN,We got to go to the symphony Saturday night.
19_BRET,"Yeah, there's another one though. The better one."
19_FRAN,Somebody.
19_BRET,Is in here.
19_FRAN,Wasn't using their tickets.
19_BRET,Doesn't tear.
19_FRAN,"And gave em to us, and we heard, Chin Kim."
19_BRET,Korean.
19_FRAN,Uh. Violinist.
19_RON,Hm.
19_FRAN,"Who makes his living, from doing this."
19_X,Mhm.
19_FRAN,I think. He's really good. Oh.
19_BRET,Hm.
19_FRAN,"Boy, really good. Understatement. So it was pretty neat, we hadn't been to a concert in, I don't know when... uh this symphony does pretty good, for being a little one horse Southwestern Michigan Symphony, you know it. And Vodnoy, the conductor's been here now, it's been uh eighteen years."
19_BRET,"I wanna go see the Kalamazoo, Symphony sometime."
19_FRAN,It's been okay...
19_JAN,<NONVERBAL>
19_RON,What's the symphony called here.
19_FRAN,"I'll. Well, they call it. I think they call it Southwestern Michigan Symphony now."
19_RON,Hm.
19_BRET,They do uh.
19_FRAN,"Because they draw a lot of people from, you know like music teachers from Kalamazoo, and."
19_RON,"Mhm. Who play in it, you mean."
19_FRAN,Yeah... who play in it.
19_RON,Mhm...
19_BRET,<NONVERBAL>
19_FRAN,"And uh, I remember hearing some guys complaining, like years ago, when we first moved here, they call it Twin Cities, but they let all these people come in and take over all the first chairs, and all this stuff."
19_RON,Unhunh.
19_FRAN,"You know <XX>, so they changed it, and uh, Don't put that on the floor. Try to take it to a wastebasket, cause there's so much, okay. They did a pretty nice job."
19_JAN,You know.
19_FRAN,And we got this new <XX> center out here.
19_JAN,Are all those.
19_FRAN,Major.
19_JAN,Positions paid.
19_FRAN,Auditorium.
19_JAN,Is everyone who plays in that symphony paid.
19_FRAN,They don't get paid much.
19_BRET,Yes.
19_FRAN,"But they get paid a little. But they have to belong to the musicians' union, And, it's not really high paying, I mean, It's sel-."
19_RON,You can't live off of it.
19_FRAN,"No no. It's it-. I think, for performances."
19_BRET,I know somebody who makes a living as a d- musician.
19_FRAN,I think it's so much an hour for performances.
19_JAN,Hm.
19_FRAN,I don't think they-. I don't think they get paid for all that rehearsal time...
19_BRET,My cello teacher.
19_FRAN,I could ask John Nelson.
19_BRET,Makes his living off of.
19_FRAN,He'd know.
19_BRET,Playing the cello.
19_MELI,But he's. But see he's a teacher though. He makes his money teaching.
19_BRET,He teaches Saturdays... in Verrian Springs and here.
19_RON,Mhm.
19_BRET,"And... he, and he plays in, I'm pretty sure, he made it into the Kalamazoo Orchestra."
19_MELI,Does he teach just cello.
19_BRET,What.
19_MELI,Is that... uh Does he teach just cello.
19_BRET,"Yeah. You can't teach more than one instrument, and make it... really."
19_RON,"Well if you teach, and you have a lot of students you can."
19_BRET,"You can only be good at, really really good I think."
19_RON,Could get <XX> <XX>.
19_BRET,At one instrument.
19_FRAN,Yeah. You have to be.
19_BRET,You have to focus at once.
19_FRAN,Really be able to work.
19_RON,It's hard getting the clientele.
19_FRAN,"Yeah, it sounds like, this is strictly, you know like on a school year, strictly, a weekend. Of course he comes down here on the weekends..."
19_JAN,<NONVERBAL>
19_FRAN,"I suppose he has, afternoon, evening, or whatever students... maybe up in Kalamazoo."
19_BRET,I'm sure he practices tons every day.
19_FRAN,"Maybe he goes different places. Maybe he... he's in Kalamazoo, but like well if he c- comes here, maybe he goes some place else."
19_RON,Does he live in Kalamazoo.
19_FRAN,Not too far.
19_BRET,Yeah.
19_FRAN,Yeah.
19_RON,Oh...
19_BRET,<NONVERBAL>
19_FRAN,So he may go.
