speaker,text
13_KEVI,Is that just carbonated water.
13_WEND,No thank you. No.
13_KEN,No this is cream soda.
13_WEND,It's cream soda.
13_KEVI,Oh boy.
13_KEN,The best.
13_WEND,It's the best. I'm sure.
13_KEND,Does it look like cream soda.
13_MARC,"Why do these cans, get so warped. Only the. Only the Sam's Club cans get so warped..."
13_KEN,<NONVERBAL>
13_WEND,Uh I think you should write.
13_KEN,Cause they're <XX>.
13_KEND,Cause they're cheap cans.
13_WEND,Just uh write a letter to em.
13_KEND,That's why.
13_WEND,And complain Marci.
13_MARC,"What I'm gonna complain about, is that they don't make white grape. This stuff is good..."
13_ENV,"It's like sparkling grape juice cocktail, or something, you know, Remember that white."
13_WEND,"They only make that with Nutrasweet though, do-... don't they. They don't make a regular."
13_MARC,A regular grape. I don't know...
13_KEN,<NONVERBAL>
13_WEND,"Every time I've looked at the bot- that bottled water, or the sparkling water, it's all with."
13_MARC,But they don't make this kind at all anymore...
13_KEND,<NONVERBAL>
13_WEND,Oh they don't.
13_MARC,I couldn't find it last time I was in there...
13_KEND,<NONVERBAL>
13_KEN,<NONVERBAL>
13_MARC,That wa-. That made me mad.
13_KEND,Mad.
13_WEND,I was so mad...
13_MARC,<XX>. I was mad.
13_WEND,"Doo-doo-doo-doo, doo-doo-doo."
13_MARC,In the head.
13_WEND,Don't you remember that.
13_KEVI,Unhunh.
13_KEND,How mad were you...
13_KEN,<NONVERBAL>
13_MARC,"Oh, fairly."
13_KEN,"Oops, that won't work."
13_KEND,Oops.
13_KEVI,Ah.
13_KEND,Oops...
13_KEVI,<NONVERBAL>
13_KEND,Oops.
13_WEND,"Oops, oops, oops."
13_MARC,What's everybody waiting for.
13_WEND,Don't do it...
13_KEND,<NONVERBAL>
13_MARC,You guys are supposed to go home now...
13_KEVI,<NONVERBAL>
13_KEND,See you...
13_KEN,<NONVERBAL>
13_KEVI,Well we're...
13_KEND,<NONVERBAL>
13_WEND,"Thanks a lot, Marci..."
13_MARC,<NONVERBAL>
13_KEND,"I'll just take my gifts up to my bed, and open em by myself..."
13_MARC,<NONVERBAL>
13_KEN,Oh.
13_KEVI,Oh that's right. There is more to tonight.
13_WEND,There is. Oh. We forgot...
13_X,<NONVERBAL>
13_KEND,<NONVERBAL>
13_WEND,"Well I have, f- a fun present. I'm excited about it."
13_MARC,I thought I'd throw Kendie off the s-...
13_KEN,<NONVERBAL>
13_MARC,Off the trail...
13_KEND,<NONVERBAL>
13_WEND,Well she's in here sobbing.
13_MARC,Shut your eyeballs.
13_WEND,I hope you're happy-.
13_MARC,Kendie.
