speaker,text
32_TUCK,You guys all. All drinking the same thing.
32_TOM3,M-m.
32_TOM1,I know Tommy's having the red wine.
32_TOM3,No.
32_TOM1,You want some more.
32_TUCK,"Tom, what do you want."
32_TOM3,Mhm. Yeah I'll have a little more Tuck.
32_TOM1,Sure.
32_TOM2,Sure. Course he wants red wine.
32_TUCK,Red wine.
32_TOM3,Mhm.
32_TOM1,Which is right there...
32_TUCK,<XX>.
32_TOM2,Everybody wants red wine.
32_TUCK,"And Pop, you're drinking champagne."
32_TOM1,"No, I'm gonna switch I think and."
32_TUCK,What do you want.
32_TOM1,I don't know what I'm gonna end up with here.
32_TUCK,You want me to get something.
32_TOM1,"I was drinking beer, but I've had so many beers..."
32_TOM3,<NONVERBAL>
32_TOM1,I don't think I wanna.
32_TOM3,There's a point.
32_TOM2,"You bringing the bottle, or you bringing the drink."
32_TOM1,Bring-.
32_TUCK,W-. W- whichever you want me to <XX>.
32_TOM3,Yeah.
32_TOM1,Bring the bottle.
32_TOM3,Yeah-... <XX> bring the bottles.
32_TOM1,And another glass for me...
32_TOM2,<XX> bottle... uh.
32_TOM1,You know I'll have some champagne with Tom.
32_TUCK,Okay...
32_X,<XX>.
32_TOM3,I.
32_TOM2,Anyway...
32_TOM3,<XX>.
32_TOM2,Anyway...
32_TOM3,<XX>.
32_TOM2,"In my in my checkered career, when I started off as a young fellow in the war, uh first of all, my father was in uh."
32_TOM3,"How old are you now, live. N-."
32_TOM2,I I.
32_TOM3,Now let me start with the.
32_TOM2,Uhuh Next week I'm gonna be seventy...
32_TOM1,<XX> uh thirty-eight.
32_TOM3,You're gonna be seventy.
32_TOM1,Are you really.
32_TOM2,Yeah.
32_TOM1,Are you really.
32_TOM3,"Jesus Christ, you're older than I am."
32_TOM1,Congratulations.
32_TOM2,"Thank you. Uh, and tomorrow Reese is gonna be twenty two."
32_TOM3,You t-...
32_TOM1,Tomorrow Reese's gonna be twenty two.
32_TOM2,Yeah.
32_TOM3,Now that I don't believe.
32_TOM2,And just is a nice.
32_TOM1,Last week.
32_TOM2,The continuity of the whole world right.
32_TOM3,That's a nice.
32_TOM1,Last week I was sixty.
32_TOM3,Yeah...
32_TOM2,<XX>.
32_TOM3,Yeah.
32_TOM2,Good.
32_TOM1,I ad-. I look up to somebody who's seventy.
32_TOM3,I do too.
32_TOM1,I admire somebody who's seventy.
32_TOM3,Yeah I.
32_TOM2,Well I.
32_TOM3,P- to-.
32_TOM1,Boy that's.
32_TOM3,Well particularly when they're tall.
32_TOM2,You know I have never uh particularly admired uh President Nixon.
32_TOM1,Yeah.
32_TOM3,They don't...
32_TOM1,<NONVERBAL>
32_TOM2,But the other day he had this great quote. He turned eighty...
32_TOM1,<NONVERBAL>
32_TOM2,"And someone came to him and said, what do you think about that, and he said, I hate being eighty..."
32_TOM3,<NONVERBAL>
32_TOM2,Until I thought of the alternative...
32_TOM3,<NONVERBAL>
32_TOM2,And I said...
32_TOM1,<NONVERBAL>
32_TOM3,<NONVERBAL>
32_TOM2,I'm really beginning to like old Tricky.
32_TOM3,Now the alternatives aren't...
32_TOM1,<NONVERBAL>
32_TOM3,Aren't really worth much.
32_TOM2,"Right, yeah, yeah."
32_TOM3,Yeah. Yeah... <XX>.
32_TOM1,And he has thought of the alternative. Did you.
32_TOM3,Yeah. He should have.
32_TOM1,Have you. Are you. Have you read Halberstam's Fifties.
32_TOM3,He should have.
32_TOM2,I'm in it right now.
32_TOM1,God he.
32_TOM2,I've got it home right now.
32_TOM1,Did you. Did you read about Nixon's plans for his funeral. That he.
32_TOM2,Yes yes.
32_TOM1,That he created.
32_TOM2,Isn't that marvelous.
32_TOM3,I did not read that...
32_TOM1,<NONVERBAL>
32_TOM2,Yeah.
32_TOM1,"Uh, well I'll loan it to you when I get through."
32_TOM3,Oh.
32_TOM1,But it's gonna take me a long time to get through.
32_TOM3,Okay.
32_TOM2,No I've got it right now...
32_TOM1,<NONVERBAL>
32_TOM3,"Alright, I had trouble with World War. M- th-."
32_TOM2,Hm.
32_TOM3,"With the Korean War, Thomas, that took a long time..."
32_TOM1,<XX>.
32_TOM2,"Tucker, you are just, gotta be okay."
32_TOM1,Thanks.
32_TOM3,Oh.
32_TOM2,For a person that's got only a middle name.
32_TOM1,Thank you Tucker.
32_TUCK,"I've had, had a lotta practice at this sorta thing."
32_TOM2,And no uh first name or last name...
32_TUCK,<NONVERBAL>
32_TOM2,"I mean, we just gotta love you."
32_TUCK,That's all there is.
32_TOM2,Right. Yeah yeah.
32_TUCK,Just Tucker.
32_TOM2,Um.
32_TOM3,Hm.
32_TUCK,Nothing else.
32_TOM2,"Anyway, when I was a young fellow, living in New Jersey, in nineteen forty-one, uh, I graduated in high school in nineteen forty-one, I went to work in a steel mill. And uh..."
32_TOM3,<NONVERBAL>
32_TOM2,"Lo and behold, th- the big war came along."
32_TOM3,Mhm.
32_TOM2,And I went to my father...
32_ENV,<NONVERBAL>
32_TOM2,"And in in these days you know, kids always..."
32_ENV,<NONVERBAL>
32_TOM2,Uh w-. As opposed to today.
32_TOM3,Mhm.
32_TOM2,"You always went to your parents and said, I wanna do this."
32_TOM3,Oh yeah. M- may I.
32_TOM2,I said to my father...
32_ENV,<NONVERBAL>
32_TOM2,I said.
32_TOM3,Mhm.
32_TOM2,"Hey look. I wanna go in the army, and be uh an army pilot."
32_TOM3,Mhm.
32_TOM2,He...
32_ENV,<NONVERBAL>
32_TOM2,"Absolutely, was, so incredibly upset I couldn't believe this..."
32_TOM3,<NONVERBAL>
32_TOM2,Because...
32_TOM1,<NONVERBAL>
32_TOM2,He.
32_TOM3,He was horrified.
32_TOM2,Well he had been...
32_TOM3,Yeah.
32_TOM2,"He had... he had been in the uh, in the three twe-... three twelfth infantry, in the seventy-eighth division."
32_TOM3,Ah.
32_TOM2,"Up through the Meuse, and the uh."
32_TOM3,M- the Rainbows.
32_TOM2,"Then the Argon, and the whole trick, and uh."
32_TOM3,Yeah.
32_TOM2,"He got wounded, and, and, he w-. You know and he never told me much about this, but I understood, very clearly, that me... uh He signing my papers, to join the army air corps."
32_TOM3,Mhm.
32_TOM2,"In nineteen forty-one, after Pearl Harbor, was sort of out of the question. So."
32_TOM3,Mhm...
32_TOM2,<NONVERBAL>
32_TOM1,And you were only eighteen...
32_TOM2,<XX>.
32_TOM1,Or nineteen...
32_TOM3,<NONVERBAL>
32_TOM1,Right.
32_TOM2,Well I was probably seventeen maybe.
32_TOM3,Well you had to be twenty-one <XX>...
32_TOM2,So anyway.
32_TOM1,Oh I see.
32_TOM3,Mm.
32_TOM2,I found out about this merchant marine acadamy at Kings Point.
32_TOM1,I see.
32_TOM3,Mhm.
32_TOM2,"So I went home to him and said, one day, hey I got this great deal Pop. I. They will take me into this acadamy, it's sort of like West Point and all this bullshit, and, they'll train me, and blah blah blah, and so he signed. Right. Well, it turned out, after the last dog was hung, that, that the highest casualties in the war were the merchant service."
32_TOM3,In the merchant marine.
32_TOM2,Per capita.
32_TOM3,Yeah.
32_TOM2,"Right, but."
32_TOM3,Yeah.
32_TOM2,He didn't know that...
32_TOM1,<NONVERBAL>
32_TOM2,So.
32_TOM3,Yeah.
32_TOM2,No big deal.
32_TOM3,Yeah.
32_TOM2,"So anyway, I sailed."
32_TOM3,Can't shoot back.
32_TOM2,Uh I sailed off to the war.
32_TOM3,You just sail fast.
32_TOM2,And never looked back...
32_TOM3,<NONVERBAL>
32_TOM2,Uh.
32_TOM3,Unhunh.
32_TOM1,"So you started in the, in the, in the merchants."
32_TOM3,In the merchant marine.
32_TOM1,Hunh. Merchant seamen.
32_TOM2,Oh yeah.
32_TOM3,Oh.
32_TOM2,And and and and I stayed.
32_TOM3,United States Department of Commerce.
32_TOM2,"I st-. I. I stayed. I stayed in the merchant navy, um, my first trip was around the world out to the Middle East, uh..."
32_TOM1,<NONVERBAL>
32_TOM2,"I came back, I went to school for a few months, I was involved in uh, I was second mate in a ship at the uh, in Normandy, We made twelve trips from Southampton to uh the beaches, until we were in a collision, and then they sent us home, patched us up, sent us home, and then I came back into Italy, and we went into the invasion of south France, and we went across the uh, the Atlantic and Pacific."
32_TOM3,Mhm.
32_TOM2,And the war ended then. And so I stayed in the merchant marines for another year or two...
32_TOM3,<NONVERBAL>
32_TOM2,"And then I went to college at uh, uh University of Pennsylvania, and then."
32_TOM1,Where my father went.
32_TOM2,Hm.
32_TOM1,Where my father was.
32_TOM2,Good. Good school.
32_TOM1,Went to school.
32_TOM2,"Uh, I didn't do terribly well there, even though my uncle was a business manager, and maybe that was part of the problem..."
32_TOM3,<NONVERBAL>
32_TOM2,Um...
32_TOM3,<NONVERBAL>
32_TOM2,"I was more interested in, in reliving my youth, or living my youth, and."
32_TOM1,For the first time.
32_TOM2,Anyway.
32_TOM1,Right.
32_TOM2,Make a make a long story short.
32_TOM3,Sort of get a holding of it...
32_TOM2,<NONVERBAL>
32_TOM3,M-...
32_TOM1,<NONVERBAL>
32_TOM2,"When they posted the grades, in forty-nine, I, I immediately went to New York, and shipped out as second mate on the African Pilgrim..."
32_TOM3,<NONVERBAL>
32_TOM2,"And went to uh, South Africa..."
32_TOM1,<NONVERBAL>
32_TOM2,<NONVERBAL>
32_TOM1,On the African Queen.
32_TOM2,I.
32_TOM1,With uh.
32_TOM2,"No, the African Pilgrim."
32_TOM1,Oh. Okay.
32_TOM3,Uh Pilgrim.
32_TOM1,I thought. I thought you were there with.
32_TOM2,"The African Queen, actually was a two h-."
32_TOM1,Wi- y-.
32_TOM2,Was a two hatched.
32_TOM1,Katharine Hepburn.
32_TOM2,"Y- i- it was a it was a story. But she was a real ship, a two-hatch ship, based in uh, in, in uh, uh, in um, uh uh, West Africa. So I sailed on her for a little while. Um..."
32_TOM1,<NONVERBAL>
32_TOM2,And then in fifty...
32_TOM1,<NONVERBAL>
32_TOM2,Forty-nine I guess...
32_TOM3,<NONVERBAL>
32_TOM2,Uh guy named Near-.
32_TOM3,Now let me stop you now.
32_TOM2,Yeah. Yeah. Yeah.
32_TOM3,Uh since you're of record.
32_TOM2,Yeah...
32_TOM3,"But, n- it's primarily because I wanna know, when you say you were sailing now, what were you doing during these different phases of your sailing life-."
32_TOM2,Da- I was sailing second mate.
32_TOM3,You were second mate then.
32_TOM2,Yeah. I was second mate on the African Pilgrim.
32_TOM3,Okay. Alright.
32_TOM2,Yeah. Yeah.
32_TOM3,This is my first mate.
32_ELAI,Pf-.
32_TOM2,Hi first mate...
32_TOM3,<NONVERBAL>
32_ELAI,<NONVERBAL>
32_TOM2,Uh...
32_TOM3,<NONVERBAL>
32_ELAI,Hi.
32_TOM2,Can we get you a chair my dear...
32_ELAI,"No, I just came out to see if you were st- still going strong."
32_TOM1,He's still alive...
32_TOM3,<NONVERBAL>
32_ELAI,And you are.
32_TOM1,He's st-.
32_TOM2,Uh.
32_TOM3,And he's still <XX>.
32_ELAI,So.
