speaker,text
27_PHIL,"Cool. Alright folks. Well alreet, well alroot, well alright. By now I'm sure you're wondering about the different things that I have on the table here, but first, I would like to talk to you about these three items. I have here, some ice in a pan, water in this glass, and steam rising from this pot. Now. I would like to ask you, how these three things. Tell me please. How are they all alike. These three things. This ice here in this pan. This water in this glass, and the steam rising from this pot, just yell it out, we are informal here, yes. Correct. They are all forms of water. This ice here of course is water, I told you there was water in this glass, and you have all seen water boil at home, so you are familiar with steam. But now let's try to figure out how they're different, we'll look at temperature, first. And the temperature of this water here, the ice, is, about uh twenty-four-... n woo. Nineteen degrees. Very cold. The temperature of this w- water here, is sixty-four degrees, the temperature of this steam, is, I know it's hotter than that. Yeah, it's about a hundred and eleven degrees. Okay. Fahrenheit. Okay. Oh, and by the way guys, what do we call something that's hard, like this ice here, or a table, or a rock. We call it a."
27_MANY,Solid.
27_PHIL,"Very good. You should g-... you should be a choir. You should go out on the road there, like, yeah..."
27_AUD,We are.
27_PHIL,"Y-. Oh well, I'm glad to meet you... Please give me your itinerary after the show. Yes. Yes. Of course we call it a sholids. A solid. And a solid has one shape. The shape that it starts out with. And what do we call something that you-... that you can splish splash. Take a bath in. Anything wet like soda or milk."
27_MANY,Liquid.
27_PHIL,"You're not gonna let me finish, are you. Yes, we call it a."
27_AUD,Liquid.
27_PHIL,"Very good. And a liquid can change its shape, to f- completely fill the bottom of whatever container you put it in. And finally, what do we call something that's loose, and floating around like this steam here. Or a cloud, or the air we breathe, we call it a."
27_MANY,Gas.
27_PHIL,"Correct... a gas. And a gas completely fills whatever shape container you put it in. And so, how do you get water to change, from a solid, to a liquid, to a gas, and back and forth."
27_AUD,Add energy.
27_PHIL,"Woo. I like the way he expressed that. Never before have I heard it, add or subtract energy, or, heat, change the temperature, basically. Correct. Alright. Well folks, now I'm going to show you something else that happens. When you change the temperature, and that's where these balloons come in. I have here, a number of balloons, but, l- let's see how many of these balloons, I can fit, into this little itty-bitty container here. Well, everybody count together. This would be."
27_AUD,There's a <XX> in there.
27_PHIL,"You think, well, okay, w th- th-, I'm glad I never saw d- Citizen Cane with you, Rosebud is a sled. Okay. Well, let's all count together folks, that was."
27_AUD1,One.
27_AUD2,One.
27_PHIL,Very good. One balloon going into the little container here. And this would be.
27_MANY,Two.
