speaker,text
18_MARC,"They might not actually be, be um, back in the barn-... or from the barn yet."
18_LIND,"Good morning, this is Doctor Naretto at the Kingman Vet Service..."
18_KRIS,<XX> <XX> <XX> <XX> <XX> <XX> <XX>.
18_LIND,I saw Tad this morning.
18_MARC,Yeah.
18_LIND,"Um, He's looking not too bad, Um, A little bit of pain in his abdomen. It's hard to know if he just has, a gastritis, or gastroenteritis, from chewing on that dead pigeon, or what the problem is. Um, what we ended up doing was, giving him some antibiotics, and sending him home, um, If he does not improve, we may need to take some <XX>-rays, and he's got some bones, or something in there. I didn't feel anything in his belly, but, yeah. A lot of times if they get into garbage or dead things, they'll just get an upset stomach, and, um, also a little bit of uh, uh well, just inflamation in- in there... and and just feel bad. So, um, I, You know, Since he's not vomiting now, you can go ahead and feed him and stuff, and see, how he does, Um, hopefully the antibiotics will calm down any any infection, that he, h- that he might have gotten from all the bacteria on the dead pigeon... um, but if he, if he doesn't get better, or if he gets worse, be sure and let us know... well, but-. Already by tomorrow, he should be feeling a lot better. Um, and if he, if he isn't, or if he starts vomiting, or having diarrhea, we may need to see him... we... we w- will need to see him again... so... um, Okay. Mhm, you're welcome, mm bye."
18_MARC,"Sh- uh, what did you, what on your sheet, what was the cost for the cast that you charged about, what do we generally."
18_LIND,I think it was like fifty. With the cast.
18_MARC,Oh.
18_LIND,To put it on.
18_MARC,To actually put the cast on.
18_LIND,Casting materials and then.
18_MARC,Okay.
18_LIND,"And then um, She had... pretty much when we rechecked her, she was ready to take it off. So we didn't have to do any more <XX>-rays or anything."
18_MARC,Okay.
18_LIND,"I'm trying to remember, I think, like, with the white."
18_MARC,You got. I thought you <XX>-rayed it. You <XX>-rayed it with the cast on.
18_LIND,Yeah. Mhm...
18_MARC,"<XX>, Yeah."
18_LIND,"Yeah, yeah... and it was ready to come off, and we took it off. She did a real good job of keeping it..."
18_ENV,<NONVERBAL>
18_LIND,"Keeping it clean, and dry. That's, I think, half the battle... cause, she didn't have any sores, or anything, when we took it off."
18_MARC,"Mm yeah. Kristen, for the, for the tranquilizer what do we, what is it again."
18_KRIS,Ten.
18_MARC,Ten. I wonder if she would need more.
18_KRIS,"And it'll be. Oh he'll, yeah. For a casting."
18_MARC,To do a cast... <XX> <XX> Biotal.
18_KRIS,"If you just, biotal and, Metofane..."
18_MARC,<XX>.
18_KRIS,We just.
18_MARC,Or even.
18_KRIS,We'll put him on the machine. And then you don't have to worry about em.
18_MARC,"What was, what would that."
18_KRIS,That would be thirteen.
18_MARC,"Total... or, thirteen extra."
18_KRIS,"No... plus thirteen, for anesthesia... to put this cast on. Cause if you don't, then y-... they're waking up, and you just."
18_MARC,It's bad.
18_KRIS,"End up spending more time, than if you just put em on the silly machine."
18_MARC,Okay.
18_LIND,Yep. As we know from the sheep.
18_KRIS,"Well, and from other things too. Just."
18_MARC,Yeah.
18_KRIS,Are those good. Do you like em.
18_LIND,Yeah. Did you make em.
18_KRIS,"I made em. Yeah... ah. I was thinking they were more like a, chocolate chip cookie bar. And then as I got through the recipe, I noticed that they don't have any flour in em..."
18_MARC,<NONVERBAL>
18_LIND,They're good.
18_KRIS,So they're actually more like granola bars than.
18_LIND,They must have. Yeah.
18_KRIS,Cookie bars.
18_LIND,Yeah.
18_KRIS,"They've got brown sugar and butter, and."
18_LIND,Tastes like they have peanut butter.
18_KRIS,"Oatmeal, and peanut butter chips... chocolate chips."
18_MARC,"Okay, so a recheck would be about that much, with the."
18_LIND,Mhm...
18_MARC,"<XX>-rays, and then, <XX> <XX>, Does that sound right... thirty-two, I think, uh if we... she woke up, we could w- send her home tonight, I wouldn't see why we couldn't send her home tonight, would you."
18_LIND,"If she wakes up, fine."
18_MARC,"Oh well, we're gonna be Biotaling her and oh."
18_KRIS,"Sh- if sh-... she probably won't, though."
18_MARC,"Never mind. Never mind. I was thinking, I'm still thinking."
18_KRIS,Na...
18_MARC,<NONVERBAL>
18_KRIS,"Na na, na na na, And she won't have any an- uh antibiotics, Cause using all <XX> <XX>."
18_MARC,No.
18_KRIS,And that.
18_MARC,Thirty-two.
18_KRIS,What is this.
18_MARC,"Ten, for anesthesia."
18_KRIS,Oh.
18_MARC,But.
18_KRIS,They're still opposite.
18_MARC,They're opposite...
18_KRIS,"Yeah, That looks all right..."
18_MARC,<NONVERBAL>
18_KRIS,Don't you think we should charge them an extra eighteen.
18_MARC,For the distemper vaccine.
18_KRIS,Trent does it.
18_MARC,No.
18_KRIS,"I felt horrible doing that on that eye dog, that he had in here last week, under whatever night it was. Cause he had down... twenty-five plus eighteen, and what can you do, when he's already got it down."
18_MARC,"Jeez... uh. Well, Well, all we did. I can't do that, cause all we did was, I was in here and put a bandage on."
18_LIND,Yeah. Yeah...
18_MARC,<NONVERBAL>
18_KRIS,"Um, did you get hold of Dan... then."
18_LIND,Yeah. He's...
18_MARC,<XX>.
18_KRIS,Let's see...
18_TREN,Six.
18_KRIS,Let me see.
18_TREN,Fifty-six.
18_KRIS,"Let me see, we need, one of these and one of these, one of those, and one of those, and two of those..."
18_MARC,<XX>.
18_TREN,Three.
18_LIND,Sent home with Amoxi...
18_TREN,<XX> fifty-three.
18_LIND,"And Pred, So, We'll se how."
18_KRIS,"Yeah. Well, I'll call him probably late this afternoon, to make sure he's all right..."
18_ENV,<NONVERBAL>
18_MARC,"<XX>, <XX> <XX> <XX>..."
18_KRIS,<XX> there.
18_MARC,"No, I was just trying to figure out what we spent already."
18_LIND,Mm. Mm.
18_MARC,"Let' see, <XX>, We've already spent fifty for him, and I want him to spend another hundred."
18_LIND,Well.
18_MARC,But that's better than pins.
18_LIND,Right.
18_MARC,And surgery.
18_LIND,"Which would be another, two hundred or."
18_KRIS,Yeah. It's more for a surgery.
18_MARC,To spend.
18_LIND,Any... pretty much any time you can.
18_MARC,"And that one really, you know, I don't think it would benefit from pins."
18_LIND,M-m.
18_MARC,"Because, we'd have to undo it. I mean we'd have to, Well, we'd have to go, we could... we could try it closed."
18_LIND,Mhm.
18_MARC,"But, still, it's more expensive."
18_LIND,I think it'll do fine with a cast... especially since it's a spiral fracture.
18_MARC,And it's not displaced.
18_LIND,"And it's not displaced... should be pretty stable. It'll be kind of a pain getting the... well, maybe not, getting the cast over the stifle. Maybe not."
18_MARC,"Well, as long as she's."
18_LIND,Got kinda long legs.
18_MARC,"As long as she's quiet. Okay. I'll give him a call. I don't know if he's in the barn, from home. In back in from the barn yet or not..."
