speaker,text
28_ENV,<NONVERBAL>
28_JILL,Hello.
28_JEFF,How's my favorite girl in the world.
28_JILL,Hey baby.
28_JEFF,Who's. Who's the girl that I love...
28_JILL,<NONVERBAL>
28_JEFF,Who's the girl that I'll do anything for...
28_JILL,<NONVERBAL>
28_JEFF,I'll wash her feet with my mouth.
28_JILL,"Aw honey, how are you..."
28_JEFF,after a ten mile run.
28_JILL,Ew...
28_JEFF,I would.
28_JILL,Ew.
28_JEFF,I would.
28_JILL,Ew...
28_JEFF,<NONVERBAL>
28_JILL,<NONVERBAL>
28_JEFF,<NONVERBAL>
28_JILL,"How are you, honey."
28_JEFF,"Uh, I'm doing good."
28_JILL,I miss you.
28_JEFF,Uh...
28_JILL,<NONVERBAL>
28_JEFF,I miss you too.
28_JILL,Hm.
28_JEFF,How's my favorite girl...
28_JILL,I'm good.
28_JEFF,Is she. Is she okay.
28_JILL,Unhunh.
28_JEFF,Are you guys having fun.
28_JILL,Yes.
28_JEFF,I'm so glad.
28_JILL,Aw...
28_JEFF,<NONVERBAL>
28_JILL,M...
28_JEFF,<NONVERBAL>
28_JILL,<NONVERBAL>
28_JEFF,What are you going into purr mode...
28_JILL,<NONVERBAL>
28_JEFF,<NONVERBAL>
28_JILL,"Oh, gosh, we kept missing you. Hunh."
28_JEFF,"I know, it's been a while."
28_JILL,"Last night, and today."
28_JEFF,It's been a long time.
28_JILL,It's been so long. I know. You missed like all the drama here...
28_JEFF,No drama.
28_JILL,"Yeah, there was such drama. There was drama, and there was suspense. And then there was relief, and then there was ecstasy..."
28_JEFF,No.
28_JILL,"Well, I'll."
28_JEFF,Not the ecstasy...
28_JILL,Ecstasy of sorts... u-.
28_JEFF,"Wait, tell me what. Well see I-, The reas-. I have. I kinda, I wasn't inclined to call you."
28_JILL,Unhunh.
28_JEFF,Because I just wanted to give you and Jill your time.
28_JILL,Yeah.
28_JEFF,You know. Like I felt like.
28_JILL,Totally.
28_JEFF,"You know, so that's. I let. There were a couple times when I wanted to call you, and I didn't for that reason."
28_JILL,"Uh, Unhunh. Aw thanks. Yeah, well the thing was, I hadn't told you. But my period is really late. You know. And I guess, we would talk, and then we'd hang up, and then I thought, oh, gosh, I forgot to tell you. But."
28_JEFF,I've been meaning to ask you about that.
28_JILL,Really. You were getting nervous.
28_JEFF,You haven't had it yet.
28_JILL,"No. I mean, and it's been so long. And so it's like eight days late. And I thought, I'm sure I'm pregnant. I'm positive. And I was waiting till Jill got here."
28_JEFF,That's bad.
28_JILL,To even try to check.
28_JEFF,Oh. Yeah.
28_JILL,"And um, so we went to go get an EPT... at- pregnancy test."
28_JEFF,Yeah.
28_JILL,And then we d-. That's why we were calling you last night. You know...
28_JEFF,What happened.
28_JILL,"And then, of course it came out fine. So that's the."
28_JEFF,It came out negative.
28_JILL,"Yeah, so that's the relief and the ecstasy."
28_JEFF,"So, y- you can't be pregnant."
28_JILL,No. I don't. No. Unless it was a false negative...
28_JEFF,<XX>.
28_JILL,Which I doubt. Because.
28_JEFF,That's rare. Right.
28_JILL,Right. I think that would be really rare.
28_JEFF,"So, th- you know what I mean, like can, would it come out nega-. Let's say i- i- if you were pregnant, in its early st-, early early stages."
28_JILL,Mhm.
28_JEFF,"Like wo-, Like would a negative. You know what I'm saying."
28_JILL,M.
28_JEFF,Like could you get. Is it possible that you could still be posi- positive.
28_JILL,"I think there'd be a slight chance, of it being a false negative. But, I don't think so, cause I'm pretty late. And I think I'm late enough, where I would have, like, enough of the hormone that the pregnancy test tests for. I think I would have enough of that in my urine, that of course it would show up... if I had any in there."
28_JEFF,Yeah.
28_JILL,You know. So I. I I'm pret-. I took that as a pretty good sign.
28_JEFF,Oh my god.
28_JILL,You know.
28_JEFF,"Honey, how come you've been keeping all this inside."
28_JILL,"I know, I didn't mean to keep it inside..."
28_JEFF,<XX>.
28_JILL,I mean-. I didn't mean.
28_JEFF,Don't you love me.
28_JILL,Oh.
28_JEFF,Aw.
28_JILL,"I didn't mean to not tell you at all. It was just, we would hang up the phone, then I thought, oh yeah, I forgot to mention that I'm kinda late. Cause I didn't think it was a huge deal, but then, I guess I wasn't trying. I think I was in a bit of denial. Like I wasn't really thinking about it much. You know, cause I knew once Jill got here, then I would go get the test."
28_JEFF,So is that all the drama.
28_JILL,"That was the drama. And that was the suspense, and that was the relief, and that was the ecstasy."
28_JEFF,Really.
28_JILL,Unhunh.
28_JEFF,"Oh, honey."
28_JILL,Oh.
28_JEFF,Little bunny is going through the whole wide spectrum of emotions...
28_JILL,<NONVERBAL>
28_JEFF,<NONVERBAL>
28_JILL,<NONVERBAL>
28_JEFF,She's doing it without me...
28_JILL,<NONVERBAL>
28_JEFF,She's going solo on this...
28_JILL,I'm going solo.
28_JEFF,This is Jillpan going solo.
28_JILL,I know...
28_JEFF,<NONVERBAL>
28_JILL,"I thought it was so funny, last night, like what if it came back positive. And then that would mean, the next time I talked to you, I'd be telling you that I was pregnant. And then I thought gosh, poor Jeff, like I hadn't given you any like, you know, like I hadn't warned you, or anything. And it would have been such a surprise."
28_JEFF,Totally.
28_JILL,I thought oh my gosh. I was even g-.
28_JEFF,That would've been.
28_JILL,"Gonna bring the camera into the bathroom, to take a picture of the EPT. Cause I thought..."
28_JEFF,<XX>.
28_JILL,"You know, it's like such a momentous occasion, like what if it came out positive..."
28_JEFF,<NONVERBAL>
28_JILL,"And then I thought, of cour-. Like I'm- know I wouldn't have it or anything, but I thought if the slight chance I would have it, and it really became a person someday, wouldn't they love to see the photograph of the EPT..."
28_JEFF,<XX>.
28_JILL,With the positive sign on it. Knowing that that was like its first sign of life.
28_JEFF,Unhunh. Oh my g-.
28_JILL,I know it's kind of...
28_JEFF,Kind of spooky...
28_JILL,<NONVERBAL>
28_JEFF,It's not my idea of a good time right now sweetie.
28_JILL,"Oh, sorry..."
28_JEFF,<NONVERBAL>
28_JILL,<NONVERBAL>
28_JEFF,"Maybe somewhere down the road, but right now it kind of makes me sick."
28_JILL,Uh...
28_JEFF,<NONVERBAL>
28_JILL,"Right-, I know I know, me too..."
28_JEFF,<NONVERBAL>
28_JILL,Me too...
28_JEFF,<NONVERBAL>
28_JILL,I was very...
28_JEFF,<NONVERBAL>
28_JILL,But it was just a thought that went through my head...
28_JEFF,No that's a very cute thought...
28_JILL,<NONVERBAL>
28_JEFF,Cho-. Let's chock that up as a very cute thought...
28_JILL,You know me and cameras...
28_JEFF,Aw honey.
28_JILL,"Aw, so how are you."
28_JEFF,Know what's even better.
28_JILL,What.
28_JEFF,You could do like a self-timer.
28_JILL,A self-timer...
28_JEFF,With you right next to it.
28_JILL,A self-.
28_JEFF,"You go, I'm the mom..."
28_JILL,<NONVERBAL>
28_JEFF,You know.
28_JILL,Oh gosh.
28_JEFF,Next to the result.
28_JILL,Oh gosh...
28_JEFF,<NONVERBAL>
28_JILL,Right. And I could even send it to EPT.
28_JEFF,Yeah...
28_JILL,Use it for advertising...
28_JEFF,<NONVERBAL>
28_JILL,"In fact I could send it to you, cause I have it. The test right there."
28_JEFF,Aw.
28_JILL,Anyhow.
28_JEFF,So how are you.
28_JILL,Nothing <XX>.
28_JEFF,Outside of that.
28_JILL,"Good. Good, we had such a nice day. It's really beautiful here. It's like."
28_JEFF,It is.
28_JILL,"Unhunh. Like seventy degrees, and sunny, and, we walked around, we went to a park, and we just talked, and talked, and sat in the sun, and, we had such a nice day. We went out for dinner with Joy."
28_JEFF,"Aw, what a joy."
28_JILL,We just got back here...
28_JEFF,"<XX> great, so you've been relaxing."
28_JILL,Unhunh.
28_JEFF,Do you have school.
28_JILL,"Yeah-, well I had school on Friday."
28_JEFF,Oh I see.
28_JILL,Yeah and I have it on Monday too.
28_JEFF,Gotcha.
28_JILL,Yeah.
28_JEFF,Wh- Jill's leaving tomorrow.
28_JILL,"Unhunh, she's leaving tomorrow night."
28_JEFF,Aw...
28_JILL,<NONVERBAL>
28_JEFF,So you guys have been having a good time.
28_JILL,"Unhunh, such a good time. It's so good to see her."
28_JEFF,Staying up late.
28_JILL,Unhunh...
28_JEFF,<XX>.
28_JILL,We stayed up till like three thirty last night.
28_JEFF,What are you guys doing. Talking or something.
28_JILL,Just talking.
28_JEFF,Just talking...
28_JILL,<NONVERBAL>
28_JEFF,Just talking...
28_JILL,<NONVERBAL>
28_JEFF,<NONVERBAL>
28_JILL,We have a lot to catch up on.
28_JEFF,I know. I know. I'm just kidding.
28_JILL,What have you been up to.
28_JEFF,Nothing.
28_JILL,Nothing.
