speaker,text
22_RAND,"Uh You know it's, it was really pretty straightforward this morning..."
22_LANC,<NONVERBAL>
22_RAND,"And, y- z-. I thought you did a good job all the way through. I mean you were on top of what you were scanning."
22_LANC,Hm. Thanks...
22_RAND,Um.
22_LANC,"Should've kept that one Horizon, Fauker jet... just t- keep em on the right."
22_RAND,Why did you switch em.
22_LANC,"Well, uh, looking at something, I would get... it didn't seem like I could get someone else out. But, um, and, part of it to provide a good service, but then."
22_RAND,"Yeah... uh Well, uh that- that-. I guess that's one reason the two eight's kind of... well, two eight's kinda nice sometimes, because, uh uh I mean when we're on ten, all the departures seemed like they're going out the left..."
22_LANC,<NONVERBAL>
22_RAND,"So you really want your arrivals on the right. When you're landing two eight, then you can get departures off of, almost both at any time..."
22_LANC,<NONVERBAL>
22_RAND,So you always got a hole.
22_LANC,N yeah. Yeah.
22_RAND,"So, but uh, don't feel bad about keeping Horizon on the right, boy, because."
22_LANC,Mhm.
22_RAND,"Sure doesn't hurt them to taxi any. They're so used to having, A number one service."
22_LANC,Yeah... plus when they're departing.
22_RAND,Every one of em came.
22_LANC,"They're right by the gate. Everyone-... even, even one or-... one or two of em I said, I'll advise if the left becomes available... and they said w-."
22_RAND,And they... they still ask.
22_LANC,"We'd like the left, if it becomes available..."
22_RAND,"I know, they still ask..."
22_LANC,<NONVERBAL>
22_RAND,And Viking is the same way...
22_LANC,Yeah.
22_RAND,"So. There's sh... there's sure nothing wrong with keeping em on the right though. Um, Traffic Watch Eight we discussed."
22_LANC,So radar service terminated.
22_RAND,"Um, call me inbound, or. You wanna say radar service terminated, frequency change approved. Report back inbound. Or, I I think that something a little little more like that's better, than just saying radar service terminated, because, he's kinda..."
22_LANC,<NONVERBAL>
22_RAND,Left hanging.
22_LANC,Okay.
22_RAND,"And you could just say, radar service terminated, report back inbound, and then he'll... he'll either come back and say, well I'm departing the area, now back to Hillsborrow, Or I'll call you back inbound. So that gives you an idea."
22_LANC,Okay.
22_RAND,"But uh, and uh, uh Along with that, Let TC, do more of the work for you."
22_LANC,Okay.
22_RAND,"You know, Um, just tell her what you want her to do..."
22_LANC,<NONVERBAL>
22_RAND,"I was thinking of a couple instances, where you could've used her more than you did."
22_LANC,"Okay. I was thinking that for my rundowns, you know that would uh, that's... that would have been a help, but, on the other s- the other hand."
22_BILL,"I wanna get it on tape, heck of a job Lance..."
22_RAND,<NONVERBAL>
22_LANC,Oh thank you very much. Did you hear that... um.
22_RAND,"The problem with doing rundowns, is that it's kind of over in your face."
22_LANC,"Yeah, Yeah. So."
22_RAND,"Cause the D-light's kind of, pretty far over to the left there, but sh- you can, you can have her do it if you want."
22_LANC,"Um, I would. I'm just working at, doing as much of these other things as I possibly can, Because they'll be times when I won't have a TC, and just... just challenging myself."
22_RAND,And that's okay...
22_LANC,"Um, what were some of the things, other than... what- what were some of the things that, that I should have used her for that I didn't."
22_RAND,Depending on who your...
22_LANC,<NONVERBAL>
22_RAND,"Who your TC is, if c- certain people sit down there, they d-... they have a tendency to do everything for you. And sometimes that is p-... that is really pretty nice. If you just, if you just, all you have to do is stand up, and look out the window, and look at the bright... and talk... uh You- no other w-... no other coordination, or, or ARTS functions, or anything, That really is nice."
22_LANC,That's ideal.
22_RAND,It it really helps.
22_LANC,Mhm.
22_RAND,The situation.
22_LANC,Mhm.
22_RAND,"So, but, uh Right now, like you say, maybe it is better for you to do some of that stuff..."
22_LANC,"um, I don't think there was, I mean I had, just a couple that I switched to the left, you know maybe three or so, that I switched to the left, uh p-... uh probably two or three, and so there was that, I didn't have any ARTS entries, I had, you know, Traffic Watch to slue out to..."
22_RAND,<NONVERBAL>
22_LANC,Um.
22_RAND,Yeah.
22_LANC,"For the most part, I mean I was able to k-. I think I was able to keep up with that stuff."
22_RAND,With the ARTS.
22_LANC,"Yeah. I mean, there wasn't really nothing much to do... um."
22_RAND,"No, there wasn't."
22_LANC,So.
22_RAND,But there could be.
22_LANC,Yeah.
22_RAND,"If there's VFRs departing, or."
22_LANC,Yeah. I told her to do my VFR guys.
22_RAND,Oh Yeah.
22_LANC,"And um, to write down my VFRs... That's one thing I gotta kick myself to do."
22_RAND,Yeah.
22_LANC,"Now are we still required to w-... write, like, the Empires that coming in through the gates VFR. Don't they. We are."
22_RAND,Any VFR...
22_LANC,"Now isn't that, aren't they when they c-. But what if they've... c- well I guess we have no way of knowing if they've come in IFR, and then cancelled VFR."
22_RAND,"Well yeah, because they have a strip on it downstairs."
22_LANC,Mhm.
22_RAND,"So. I don't... uh actually, uh I'm like you, I don't really know what the point is of that. Because we do have a record of em anyway. But."
22_LANC,Mhm.
