speaker,text
36_LISA,<NONVERBAL>
36_KEVI,He's teething...
36_LISA,<NONVERBAL>
36_MARI,"You should have heard him, the night we took him to the emergency room. He sounded worse."
36_LISA,"I pr- if- uh. I know, I would probably've been totally freaked out."
36_KEVI,That's scary.
36_LISA,"Maybe it's good he didn't stay with me, I'd've been like Michael..."
36_MARI,"Yeah, he was."
36_KEVI,Scary.
36_MARI,He was um.
36_LISA,"I'd be like Mom, uh, what should we do with this child."
36_MARI,Well his temperature was a hundred and four point five.
36_LISA,That is so high.
36_KEVI,He's lucky that he didn't.
36_LISA,How long was he there. That high.
36_KEVI,"How long, do you know."
36_MARI,Uh his fever.
36_KEVI,Yeah.
36_MARI,I don't know.
36_KEVI,That's dangerou. I mean it's <XX>.
36_MARI,The doctor said.
36_LISA,"Cause he could have, brain damage."
36_MARI,"The doctor said that th- um, his pediatrician cause I asked him about it, and he said that they don't hospitalize until they go up to like a hundred and seven. And that's where it's fatal. And I was like, well, you know."
36_LISA,What about brain damage. That doesn't matter or.
36_MARI,Mmm.
36_LISA,Excuse me brain damage is important to me...
36_MARI,"He said actually fevers uhare. How did he explain it, he said something like, fethers. Fevers are like, um, good for babies like, when they're i- b- getting sick, because they help the immune system fight harder. Somehow."
36_LISA,Well that's what the.
36_MARI,I don't know.
36_LISA,"I mean that's what. The reason the body gets that hot, is like to kill the germs or whatever I think. Isn't that part of it."
36_MARI,"Yes doctor Kevin, tell us..."
36_KEVI,<NONVERBAL>
36_LISA,"No I'm pretty. I'm pretty sure, I'm pretty sure that's part of it, but uhuh it's just that you have to watch out, cause then, if it gets too hot it's bad for the brain."
36_MARI,"It's like a car, it overheats..."
36_KEVI,<NONVERBAL>
36_MARI,And stalls out.
36_KEVI,"May be, I don't. I uh."
36_LISA,Are you gonna stall out jito.
36_KEVI,I'm not sure.
36_LISA,Don't stall out on us.
36_KEVI,Who's all the babinos. I know the one in the lower right.
36_LISA,Which one.
36_MARI,This one is mine...
36_KEVI,I recognize him alr-.
36_LISA,Issac.
36_MARI,"That's the one that's ten days older than him, that's Michael's... uh Those are Michael's nephews."
36_LISA,Jose.
36_KEVI,That's Jose.
36_LISA,Jose and then.
36_MARI,And then Gino's the one in the middle.
36_LISA,Gino is in the middle.
36_MARI,That's his sister.
36_KEVI,Aw he's a bit older. Right.
36_MARI,Yeah he's three.
36_KEVI,He doesn't look that.
36_LISA,He's o-. He's three. Is he talking any more. Is he talking good now.
36_MARI,"You can't understan-. He. You can but, then you can't. Sometimes some of the things he says."
36_LISA,"Does he talk big long things but you just can't understand em. No, he's okay then."
36_KEVI,A gestalt kid.
36_LISA,He's a gestalt child...
36_KEVI,<NONVERBAL>
36_MARI,<NONVERBAL>
36_LISA,"No, there's two different wa-."
36_MARI,"Yeah, psychotherapist Lisa."
36_LISA,No no no no no no n- no no n- no...
36_MARI,<NONVERBAL>
36_KEVI,<NONVERBAL>
36_LISA,"It's just two different ways. Like, kids can either like, they'll say one word, but they'll say it really, like pretty clear, and that's the way they're th-. They'll have like twenty words or whatever, and they'll just ask for one thing. And then there's other kids who go, na-na-na-na-za-ba-da. And there'll be a word in there somewhere..."
36_KEVI,<NONVERBAL>
36_LISA,And there's a...
36_BABY,<NONVERBAL>
36_KEVI,Oh.
36_MARI,Don't freak out.
36_LISA,Are you okay.
36_KEVI,Cause I tickled his feet. It's all my fault.
36_LISA,Give him a drink.
36_MARI,It's he drinks too fast. It just went down the wrong pipe...
36_BABY,<NONVERBAL>
36_KEVI,You need to burp...
36_BABY,<NONVERBAL>
36_KEVI,It wasn't that bad.
36_LISA,"Oh, really sorry..."
36_KEVI,<NONVERBAL>
36_LISA,"But um, anyways. So it's just a d- like a different style..."
36_KEVI,<XX> a lot of air.
36_LISA,I sorry.
36_KEVI,They're allowed to do it either way...
36_MARI,<NONVERBAL>
36_LISA,They're allowed...
36_KEVI,<NONVERBAL>
36_LISA,No no no no. Which way you gonna do it.
36_KEVI,Is he a righ-. Are you a righty. You're a righty.
36_MARI,"It's funny cause, h- he'll be like, he'll get up in the morning, he'll sit in front of the TV with his bottle in one hand, just watching TV..."
36_KEVI,<NONVERBAL>
36_MARI,"Like half asleep, you know..."
36_KEVI,<NONVERBAL>
36_MARI,"He's a, and I'm like, Go-. While ago he was sitting here."
36_KEVI,If you lay.
36_MARI,And he was watching the football game.
36_LISA,Like his grandpa.
36_MARI,He was watching the football game...
36_KEVI,<NONVERBAL>
36_MARI,<NONVERBAL>
36_LISA,<NONVERBAL>
36_KEVI,"That's low, Issac-."
36_LISA,"Bottle in one hand, half asleep..."
36_KEVI,<NONVERBAL>
36_MARI,<NONVERBAL>
36_LISA,Watching TV.
36_KEVI,That's low...
36_LISA,<XX> this picture.
36_MARI,Thanks a lot...
36_KEVI,<NONVERBAL>
36_MARI,You witch...
36_LISA,<NONVERBAL>
36_KEVI,<NONVERBAL>
36_LISA,What.
36_MARI,You witch.
36_LISA,It's true...
36_KEVI,<NONVERBAL>
36_BABY,<NONVERBAL>
36_KEVI,Aw.
36_LISA,Jito.
36_KEVI,You're dwibbling.
36_LISA,Dwibbling.
36_KEVI,Uh dwibbling.
36_LISA,Gross... uh Um.
36_KEVI,Oh.
36_LISA,Try not to spit all over here.
36_KEVI,"Baby slobber, ew..."
36_MARI,<NONVERBAL>
36_LISA,<NONVERBAL>
36_MARI,You <XX> seen it was gross...
36_KEVI,<XX>.
36_MARI,"Michael, Michael's shirt was all wet, from right here..."
36_KEVI,<NONVERBAL>
36_MARI,From him just drooling...
36_KEVI,<NONVERBAL>
36_MARI,It was gross...
36_KEVI,<NONVERBAL>
36_LISA,Probably he was uh opening-.
36_MARI,And we took him to the <XX>.
36_LISA,"Breathing through his mouth more, cause he couldn't breathe through his nose at."
36_MARI,"Mm. And then he couldn't even breathe, he had, um, they had this thing, it was this big old long old tube."
36_LISA,Here.
