speaker,text
53_X,<NONVERBAL>
53_JUDG,"Okay, the next case will be uh, Walter Komak versus Rose Black."
53_BAIL,Is this contested.
53_X,"No, Just witnesses and case."
53_ROSE,No.
53_BAIL,Oh okay...
53_X,<NONVERBAL>
53_BAIL,Are you <XX>. Are you the uh plaintiff.
53_ROSE,Yes. No. I'm the defendant.
53_BAIL,Oh.
53_ROSE,"But I 'm the plaintiff, on the countersuit..."
53_X,<NONVERBAL>
53_BAIL,Oh.
53_X,Let me have this pen for a minute.
53_X_2,Oh...
53_X_3,<NONVERBAL>
53_X,<XX> that's never worked.
53_X_2,Yeah.
53_ROSE,Sign here.
53_X,Yes.
53_JUDG,"Okay now, this is a case that a v-... originally was filed by Walter Komak, who is now present, uh not present, against Rose Black, um, asking for a security deposit, and since he's not here, uh, we will not rule in favor of him, and then there was a cross complaint, defendant's claim, uh, by uh Rose Black, for five-hundred and thirty-three dollars, balance of rent due, at the end of the lease. And Miss Black, I presume you're the landlord. Is that correct."
53_ROSE,Yes. Mhm.
53_JUDG,"And was there a uh written agreement, or a uh lease."
53_ROSE,Yes.
53_JUDG,"Was it a l-... uh month to month, or a uh."
53_ROSE,A year.
53_JUDG,A one-year lease.
53_ROSE,One year lease.
53_JUDG,"Let me see that please. Okay. So now, uh, how do you arrive at the five thirty-three, you say that they, that Mister Komak owes you."
53_ROSE,"Uh this was the, um, breakdown of the security deposit."
53_JUDG,Let me see that please. So there was original security deposit of eighteen-hundred and seventy-five dollars.
53_ROSE,That's correct.
53_JUDG,"And then you did some repairs on uh, reinstalling screens."
53_ROSE,Right.
53_JUDG,Okay. How come they were... it was necessary to do that.
53_ROSE,Uh They had removed the screens.
53_JUDG,"Okay. Alright. And then um, they owed some rent. They were behind in their rent."
53_ROSE,"Uh, they were not behind in the rent, the. The lease was terminated, because of their behavior. They broke uh s- one of the conditions of the lease, which was not to disturb the other tenants there."
53_JUDG,Okay.
53_ROSE,So I had to give them a three-day notice to leave.
