speaker,text
11_DORI,"Sam has been, has taken such an interest in this retirement bit. That it... it really surprises me."
11_ANGE,Well she's begun to listen.
11_DORI,Yes she has.
11_ANGE,You know.
11_DORI,She has.
11_ANGE,"Uh, she used to go over and read a book."
11_DORI,Uh Yeah or.
11_ANGE,Or something.
11_DORI,B- turn a deaf ear. That was for sure...
11_ANGE,"But uh, once you understand it, you know you..."
11_DORI,<NONVERBAL>
11_ANGE,"You're interested in getting right in, and going after it."
11_DORI,"Yeah. I really oughta call, at least Reg Barr, and ask if uh, he's still speaking to me."
11_ANGE,Well now he was the one that was up on the uh left.
11_DORI,Yeah.
11_ANGE,Up there.
11_DORI,Yeah. Yes.
11_ANGE,"Well he came over to you all smiles, I noticed."
11_DORI,"N yes. Well, we've known each other for thirty some years, why wouldn't he. But a- anyway, um, I was so glad that he opened up on this disclosure bit... because it was Burns that's been ob jecting to our having it."
11_ANGE,Oh.
11_DORI,"And I knew this. So when he opened up on that, and she followed through, and told about her husband, you know..."
11_ENV,<NONVERBAL>
11_DORI,"Not necessarily that she would approve of it, but at least she wasn't disapproving."
11_ANGE,Yeah.
11_DORI,Of it.
11_ANGE,Yeah.
11_DORI,"And uh, course Duvall might-... uh And I-. I cannot get over this. That man. I really cannot. And you know, he must have been thinking, when he said he wasn't a political appointee, he must have been associating his relationship with Steitler..."
11_ENV,<NONVERBAL>
11_ANGE,Oh...
11_ENV,<NONVERBAL>
11_DORI,I really do believe that.
11_ANGE,Mhm.
11_DORI,In his thinking. I don't know how else he could have done it. That topples over...
11_ENV,<NONVERBAL>
11_DORI,Um...
11_SAM,<NONVERBAL>
11_DORI,But he didn't say that.
11_ANGE,Oh.
11_DORI,"He said I loved your uh hum- humor, uh, and I love you, but, I am not a political appointee. And his eyes were just snapping..."
11_ANGE,<NONVERBAL>
11_DORI,And I said oh...
11_ANGE,<NONVERBAL>
11_DORI,How did you get on the board...
11_ANGE,<NONVERBAL>
11_DORI,"Well he said, I got a letter from the governor asking..."
11_ANGE,<NONVERBAL>
11_DORI,Everybody on there is an app- political appointee...
11_ANGE,<NONVERBAL>
11_DORI,That wasn't the point...
11_ANGE,<NONVERBAL>
