speaker,text
09_NATH,Am I doing that right so far.
09_KATH,Mhm.
09_NATH,All the way down to that.
09_KATH,Mhm. I think.
09_NATH,I don't think I am. Do you.
09_KATH,And you'd have to have that plus or minus...
09_NATH,<NONVERBAL>
09_KATH,What.
09_NATH,"I don't know what I did to get that. Where did I get that square root of-... um, ex squared."
09_KATH,"Because you brought this over here. You brought three over here... divided by three, and then you have ex squared, so if you want to find ex, you have the square root of ex squared."
09_NATH,"I guess all I can't figure out is, what the square root of negative two thir- thi- two thirds is. Would that be."
09_KATH,I square root two.
09_NATH,I square root two thirds.
09_KATH,"O- over three, The whole thing would be over three-. Well. No it couldn't be. Square root of two thirds, yeah..."
09_NATH,<NONVERBAL>
09_KATH,But then you got the other one Nathan.
09_NATH,"Oh, gosh, hm. Leah. She snoozing on the floor."
09_KATH,"Mhm. Not anymore, you woke her up..."
09_NATH,<NONVERBAL>
09_KATH,"She's doing the karate kid, Nathan."
09_NATH,"She's like, leave me alone. Do I deserve this..."
09_KATH,<NONVERBAL>
09_NATH,"I mean how would you like it, when you're laying in bed..."
09_KATH,<NONVERBAL>
09_NATH,"Somebody just grabbed your arm, started swinging it around."
09_KATH,I'd probably just slap em.
09_NATH,"Ex squared equals one over the square root of that, the square root of that, ex equals the square root of one."
09_KATH,"She's not even looking at me. She's just looking, like."
09_NATH,I know. That's what I'm talking about...
09_KATH,<NONVERBAL>
09_NATH,"So... would that one be, square root of one half."
09_KATH,Mhm.
09_NATH,It would.
09_KATH,"Mhm. Yep. But do y'all have to do that, um, you have to like, have it where you do that, there's no, um."
09_NATH,Fraction under the-.
09_KATH,"Uh under the, in the denominator. I mean no fraction under the."
09_NATH,Oh yeah.
09_KATH,"So then you just multiply, the whole thing by the square root of two, and you get the square root of two over two..."
09_NATH,Even for the top one. Even for that one.
09_KATH,No. For-. I'm talking about for this one.
09_NATH,"Oh. All you do is like go, t- two over one."
09_KATH,You have the square root of one.
09_NATH,"Like that, right."
09_KATH,"M-m. Since you have the square root of two on the bottom, to make that a square, you have to multiply by the square root of two. And then you get two, and you multiply the top by the square root of two, and you get, square root of two..."
09_NATH,<NONVERBAL>
09_KATH,What.
09_NATH,I wanna rewind it and hear that back again...
09_KATH,<NONVERBAL>
09_NATH,"Cause I sure didn't catch it the first time... You got the two, and you take the square root of two..."
09_KATH,<NONVERBAL>
09_NATH,And you get the negative two...
09_KATH,<NONVERBAL>
09_NATH,Which you take the square...
09_KATH,<NONVERBAL>
09_NATH,And it comes to two...
09_KATH,I'm sorry.
09_NATH,"So... let's talk about this slowly, as I write this down, as you're saying it. Alright. This is what we came out with. Right."
09_KATH,"It's. But put it as the square root of one, over the square root of two."
09_NATH,"Oh. And then you multiply that by the square root of two, over the square root of two."
09_KATH,Right.
09_NATH,"Uh, is that what all those square root of twos are."
09_KATH,That's what I was try-...
09_NATH,<NONVERBAL>
09_KATH,That's what I was trying to say.
09_NATH,"Okay, I was wondering where all that, square root two, square root two."
09_KATH,That's what it was.
09_NATH,"Then right here you'd get, square root of two over two."
09_KATH,Mhm.
09_NATH,"See everything was square root two, over two, and two."
09_KATH,"Right, but then, what about this one."
09_NATH,On this one. Let me do this one...
09_KATH,"But, you have i-... you have i square root of three, over square root of three. I mean z-... i square root of two over three-... square root of three. I can't even say it right..."
09_NATH,"Over, do I have another i down here, or just the one i."
09_KATH,"Um, no. Just one."
09_NATH,"Okay, three and square root of three, over square root of three, and you get."
09_KATH,I square root of six.
09_NATH,Yeah. Over three.
09_KATH,Is that right.
09_NATH,I doubt it. I really do...
09_KATH,<NONVERBAL>
