speaker,text
03_MARI,Okay.
03_ROY,"Do you have a particular, um, use for the red peppers..."
03_PETE,<XX> <XX>.
03_ROY,As opposed to the yellow or green peppers.
03_MARI,"No no, it was all salad peppers."
03_ROY,It's all salad peppers.
03_MARI,Mhm.
03_ROY,In that case I will use a yellow pepper for this evening.
03_MARI,"Oh, fabulous. Peter..."
03_ROY,<XX>.
03_MARI,Would you like to string the beans.
03_PETE,What can I do. Sure...
03_ROY,<NONVERBAL>
03_PETE,"Oh, it smells like that stuff."
03_MARI,"I know. It's kind of smelly, isn't it."
03_PETE,Mhm...
03_ROY,<NONVERBAL>
03_MARI,But I got it at a reputable market.
03_ROY,"Well let's see, a three-person salad bowl."
03_PETE,These aren't particularly stringy.
03_MARI,Hunh.
03_PETE,They aren't particularly stringy.
03_MARI,Oh. Then just snap em.
03_ROY,That probably looks like a three-person salad bowl.
03_PETE,"I'll just and put em, and put them."
03_ROY,Hunh.
03_MARI,Man that's a big hunk of fish.
03_PETE,Where do you want em put.
03_MARI,"Shit, it's a huge."
03_PETE,"Are they just going on that, or <XX>."
03_MARI,"Uh, you wanna put em in a colander, and then wash em. There's a colander. Oh. It's gone. Oh here it is. Um, around the corner there. I got fishy hands. My God these are enormous."
03_PETE,Yeah...
03_ROY,<NONVERBAL>
03_MARI,"Oh. Oh I see, we have two big ones. Instead of, good. Good good. Okay, now. How much. Do you guys each want like, half of that."
03_PETE,Sure.
03_MARI,Or <XX> will you eat more. Or if you'll eat.
03_PETE,Nah.
03_MARI,If you'll eat more than that...
03_ROY,<NONVERBAL>
03_MARI,Then I'll cook the whole thing. If not then I'll make ceviche. With the leftovers. What do you think...
03_ROY,<NONVERBAL>
03_MARI,This is a big fucking fish. Roy...
03_ROY,"<XX>, What what what."
03_MARI,"Do you want half... half of one of these, or more than that."
03_ROY,I could eat one of those.
03_MARI,You could.
03_PETE,Hm.
03_ROY,"Well, but I won't..."
03_PETE,Then I guess.
03_ROY,I mean.
03_MARI,Okay...
03_PETE,Divide it in half.
03_ROY,Well don't.
03_MARI,Then I'll.
03_ROY,"Y-. What you oughta do though Mar, cook all the fish."
03_MARI,Hm.
03_ROY,"Cause... well, we won't use it, if you don't cook it. Now."
03_MARI,Well I was gonna make ceviche with the leftovers.
03_ROY,"Oh alright, that sounds good."
03_MARI,So you can eat about that much Peter.
03_PETE,Which size.
03_ROY,There's a bad smell in here.
03_MARI,That size.
03_PETE,Yeah.
03_ROY,Hmm.
03_MARI,There is.
03_PETE,I could. But I. I'm. I'm also capable of eating lots of stuff.
03_ROY,No it's the smell of fish. The smell.
03_MARI,"Oh okay, well let's make the whole thing then."
03_ROY,"Of fish, is in, the fridge..."
03_MARI,<XX> <XX> microwave... Oh God...
03_PETE,<NONVERBAL>
03_MARI,Okay. Um...
03_ROY,<NONVERBAL>
03_MARI,"Now. Ah. Okay, we're gonna have like dietetic style fish..."
03_ROY,<NONVERBAL>
03_MARI,Hope that's acceptable.
03_ROY,You'll probably want me to wash this stuff.
03_MARI,Silly me. Do you want. You could use the lettuce washer...
03_PETE,<XX>.
03_MARI,Cause Pete's using the colander.
03_ROY,Where's the lettuce washer.
03_MARI,"You know, the salad spinner thing... <XX>, Creole seafood seasoning..."
03_ROY,<XX> <XX>.
03_MARI,See how hard we work.
03_PETE,That's right.
03_MARI,To feed our guests.
03_PETE,I'm really impressed.
03_ROY,Where is that salad spinner. Here it is.
03_MARI,A dollar ninety-eight.
03_ROY,And possibly the most spurious device ever invented.
03_MARI,Oh I think it they're great. Do you have a salad spinner.
03_PETE,No.
03_MARI,They're cool.
03_ROY,"Is this like something you had when you were young, in your own family."
03_MARI,No. It's brand new. Oh shit.
03_PETE,"Yeah, I don't think they ever... did they actually exist back then."
03_MARI,Hey bud... <XX>.
03_ROY,"No, and they probably didn't have to wash their salads back then, because they didn't know what was on them..."
03_MARI,Yeah. They weren't crawling with disgusting pesticides.
