speaker,text
49_DAN,"Eventually, <XX> <XX>."
49_LUCY,But it's amazing. And they've done.
49_AL,So they all done now.
49_LUCY,"My whole neighborhood. Well no, because they ordered the wrong storm doors. They ordered the wrong color. So they had to bring those back, and reorder the white ones. Um, cause they brought black by mistake."
49_AL,But that's the only thing they got left to do.
49_LUCY,Uh I think they finished the painting.
49_AL,Why what were they paint-.
49_LUCY,"Well they put new walls in the living room. Soundproof walls on the outside of, of the house. And, we have double windows now in the living room."
49_AL,On the outside of the house.
49_LUCY,"No. Oh, that was good Dad."
49_JOHN,At least it's not a seagull...
49_ANNE,<NONVERBAL>
49_LUCY,<NONVERBAL>
49_ANNE,<NONVERBAL>
49_JOHN,I.
49_LUCY,But it looks like it John.
49_JOHN,That... that's edible. I was afraid th- a seagull got me...
49_LUCY,<NONVERBAL>
49_ALLE,"Boy, oh..."
49_LUCY,<NONVERBAL>
49_ANNE,<NONVERBAL>
49_AL,Mess up poor John...
49_LUCY,They did paint the trim on the outside of the house.
49_JOHN,"Oh now, We'll get a napkin."
49_LIND,"No. No. No, no."
49_JOHN,Oh.
49_LIND,Al.
49_JOHN,"No, we'll get a napkin somewhere, don't worry about it."
49_LIND,Hm...
49_ALLE,<XX> <XX> <XX>.
49_JOHN,It's me.
49_LUCY,There was a whole bunch of them.
49_ANNE,"What did he do, spit on him."
49_JOHN,This. This is.
49_ANNE,What'd you do.
49_DAN,Nah he just dropped some uh.
49_ANNE,Spit on him.
49_LUCY,"No, he dr-... he dropped Sa-."
49_JOHN,This isn't <XX> <XX> here.
49_LUCY,Dressing all over John's pants...
49_ANNE,<NONVERBAL>
49_DAN,Sauce on it.
49_JOHN,It's just me...
49_ANNE,<NONVERBAL>
49_LUCY,<NONVERBAL>
49_JOHN,You know...
49_LUCY,<NONVERBAL>
49_JOHN,Coffee stains on the shirt...
49_LUCY,<NONVERBAL>
49_DAN,<NONVERBAL>
49_LUCY,This is the guy that we thought had one outfit Annette...
49_JOHN,<NONVERBAL>
49_DAN,"John likes it, gives it character..."
49_ANNE,<NONVERBAL>
49_LUCY,"For three years, until you looked in his suitcase."
49_JOHN,Yeah.
49_DAN,Gives the pants character...
49_LUCY,<NONVERBAL>
49_JOHN,Oh...
49_LUCY,<NONVERBAL>
49_ANNE,Leave him alone. He's got a toothache...
49_LUCY,<NONVERBAL>
49_DAN,"You can't talk, if you're not gonna sign my form."
49_ANNE,Oh.
49_LUCY,"Geez, I remember a time when."
49_JOHN,"I tell you, I feel better already."
49_LUCY,John's shirts were all cranberry.
49_JOHN,"Just listening to those guys, putting those windows in in one afternoon..."
49_LUCY,<NONVERBAL>
49_ANNE,And his socks all had double stripes.
49_JOHN,"I say, better them than me."
49_LUCY,I know it.
49_AL,I know that feeling.
49_LUCY,Oh.
49_JOHN,Yigads.
49_LUCY,But they paint-.
49_ALLE,That's like anything.
49_LUCY,They painted the inside the wrong color. We had ordered this.
49_LIND,Well you got it on John.
49_LUCY,Um.
49_ALLE,Well...
49_JOHN,<NONVERBAL>
49_LUCY,Like an eggshell color. Be-.
49_JOHN,Thank you Linda.
49_LUCY,The color that we had the woodwork in the dining room...
49_ANNE,<NONVERBAL>
49_LUCY,Similar to that.
49_AL,That's good.
49_LUCY,Was on their list of colors you could use...
49_AL,"<XX>, hm."
49_LUCY,So that's the color...
49_LIND,<NONVERBAL>
49_LUCY,We h-...
49_AL,<NONVERBAL>
49_LUCY,Wanted them to paint the inside trim of the new door they put on. The... the h-. Casement and the trim...
49_LIND,<NONVERBAL>
49_LUCY,"But they'd brought the wrong color paint, so they painted it white the first day..."
49_X,<NONVERBAL>
49_LUCY,"And the guy. Pat said he came in, he had been at unemployment, when he came back, he said, the guy said to him, oh my God, we painted it the wrong color. I just realized it. Don't worry, we'll be back tomorrow. They came back the next day, put two more coats of paint on, the right color..."
49_JOHN,Mm.
49_ANNE,Good workers.
49_LUCY,But they stained the doors.
