speaker,text
57_NICK,Go get him.
57_X,Little boys' room...
57_BENT,Iai...
57_NICK,God.
57_DARR,No.
57_NICK,That whale got beached.
57_MART,He's not ready for that one.
57_DARR,No.
57_NICK,Now.
57_MART,You know how I.
57_NICK,Alright...
57_X,<XX> <XX>.
57_NICK,Let's us three get together. Us four.
57_DARR,You want the mat.
57_NICK,"Bill, you wanted to learn Hane-makikomi."
57_BILL,Yep... <XX> sensei.
57_NICK,Right.
57_BILL,Right.
57_NICK,"Darren, drag that crashpad to the center of the mats and."
57_X,Bad connection.
57_NICK,"Okay, when I throw you Darren, I'm gonna want you to, slap real hard. Okay, it's gonna be a rather hard fall. This way y'all two can see it."
57_DARR,Oh boy. Okay.
57_NICK,"Well not an oh boy anything, it's."
57_DARR,Oh man.
57_NICK,No you're.
57_DARR,Oh God...
57_NICK,<NONVERBAL>
57_BILL,<NONVERBAL>
57_NICK,There you go. There you go...
57_X,<NONVERBAL>
57_NICK,"Didn't you wanted to hurt my new Brown Belt tonight... Alright, take an inside sleeve grip with it. And, go ahead and grip my gi, normally. Darren. Now with the Hane-makikomi, you know how Makikomi, the springing hip works. You jerk em up to you onto your chest."
57_X,Mhm.
57_NICK,Pivot...
57_DARR,<NONVERBAL>
57_NICK,And then spring em out.
57_DARR,Ow. Fuck.
57_NICK,With their thigh. I mean wi-... with their thigh.
57_BENT,Put your ankles together Darren.
57_NICK,Thigh.
57_DARR,Nope.
57_NICK,And uh calf. Hunh...
57_BENT,<XX> <XX> ankles together.
57_DARR,"Um, actually in this case, this to that, don't do it. I don't recommend it."
57_NICK,We try not. We have a little rank. W- only White Belts do that Darren. That's okay...
57_DARR,Well...
57_NICK,<NONVERBAL>
57_DARR,I don't know what the hell I'm doing.
57_NICK,Okay.
57_X,Okay.
57_NICK,This w- this time you won't get a chance to.
57_DARR,It's gonna be a lot faster isn't it.
57_NICK,"Well, yes and, you're gonna be carrying the weight of both of us when you're on your heels."
57_DARR,Oh okay.
57_NICK,"Alright. Now w-. Just relax. I'm not gonna hurt you at all. Uh, when I do the Mak-... uh the Hane-goshi, instead of pulling him all the way up. Like this, I'm gonna come, and let go with this hand. With my right hand, I'm gonna wrap his right arm up."
57_DARR,Like so.
57_NICK,"Just like this. Just like you would in a regular, Sode-makikomi. Then I'm gonna slam this leg up..."
57_DARR,<NONVERBAL>
57_NICK,And let fly.
57_DARR,Interesting.
57_NICK,"There's not much difference, I mean, it's a little more dynamic, and it's good, when you catch a bent-over opponent. Out there in shiai... uh Or randori. No need to fix your gi right now. It's gonna get messed up. Bend over for me Darren, No not. Yeah. Bend over like a-. Grab my gi."
57_DARR,Alright.
57_NICK,"From right here, then I come..."
57_DARR,<NONVERBAL>
57_NICK,"I'm doing a. Pardon me. Let me go back to Hane-makikomi, I'm doing Sode. Bend over. I'm just gonna kinda scoop his arms up. Bring it across..."
57_DARR,<NONVERBAL>
57_NICK,"Notice how high I get up into his crotch with that foot. That gives me more lift to him. Uh bow. Come here. Bend over. I've got my, my high collar grip on, on a bent-over player. Who likes to watch my feet and mess around. I'm gonna give him something to watch now. I'm gonna come all the way around here, and as I've got him wrapped up, I'm wrapping up tight, aren't I Bill."
57_BILL,Yep.
57_NICK,I'm gonna slam that up...
57_BILL,<NONVERBAL>
57_NICK,"I'm gonna come all the way around on him. See it's okay if I get this foot, all the way up into the side of his crotch. I want to really get that lift. As I get that lift, I wanna get that outer winding pull. That Makikomi. Okay. Let's give it a try. Bill I wanna see you throw Darren. We need to practice Darren's Ukemi... I love it, the only Hebrew I've ever seen make the sign of the cross..."
57_DARR,It takes too long to do the sign of star of David Nick.
57_NICK,Hush...
57_JED,<NONVERBAL>
57_NICK,Sammy Davis Junior used to do it just fine. Ha-jime.
57_X,Na-.
57_NICK,"Now you gotta let go with the right hand Bill. Get going, wrap around. There, pull. Pull, outer winding pull..."
57_DARR,", And don't elbow me in the face."
57_NICK,Ya-. You need to let him have a chance to slap.
57_DARR,That's good etiquette.
57_BILL,You're right.
57_NICK,"Watch Bill. From here, come all the way around."
57_BILL,Okay.
57_NICK,To here. See how I got him up on that one leg.
57_BILL,Gotta keep that on. Okay.
57_NICK,Then I'm gonna kick his leg up...
57_DARR,<NONVERBAL>
57_NICK,"Boom. In a Hane-goshi. That spring hip. With an outer winding pull. It's okay if you hit it low, but if he's bent over, you can-... and you hit it low, you're not gonna hit nothing. From here, I don't have. I have too much distance between us. But from here..."
57_DARR,<NONVERBAL>
57_NICK,I get more of a spring off with it. It's gonna be hard not to call it an ippon.
57_X,Mhm...
57_NICK,"And even if they don't, I'm going right into Ude-garami. Go..."
57_DARR,<NONVERBAL>
57_NICK,"Not bad. Lug, you wanna give it a try. Try it on Bill. You're in front of a Black Belt... <XX> where <XX> he can see if he wants to."
57_DARR,Oh. I'm sorry.
57_NICK,Alright...
57_X,<XX>.
57_NICK,Gotta pull going this way.
57_BENT,Okay. I need to have him here.
57_NICK,"Jerk him. You don't have to g- wrap both arms up. Just one really, uh jerk him around."
57_BENT,"Okay, <XX> and then spring the hip up."
57_NICK,"Spring your hip. Take a high collar grip Lug, if he's bent over that far, you wouldn't start off like that. Now. You can just swing all the way around, and grab that arm."
