speaker,text
17_MICH,Hm... yeah.
17_JIM,"And even if I go out and ask for it... you know, I say, can I copy that. I won't feel guilty. I really won't. It's just a set of instructions, I used to program... a little bit, and, and um, those guys have so much fun writing those programs... you know, that's the. I think that's... that's pretty."
17_MICH,Yeah well.
17_JIM,Uh That's pretty much the end of it.
17_MICH,Creative people generally do what they love to do.
17_JIM,"Yeah, right. And that's pretty much the end of the truthful part of the process. The rest of it is all marketing."
17_MICH,Hm.
17_JIM,"And the marketplace is uh, you know, maybe I think I live in Tangiers... you know. Maybe I think the marketplace is uh..."
17_MICH,<NONVERBAL>
17_JIM,You get what you can get.
17_MICH,Yeah.
17_JIM,"Uh, seems to be that way... you know, I- as long as I'm not hurting another person directly."
17_MICH,Right.
17_JIM,"You know... or even indirectly... but just throwing my money out there, he may never see a penny of it... he may have sold the rights..."
17_MICH,<NONVERBAL>
17_JIM,Outright. You know...
17_MICH,<NONVERBAL>
17_JIM,<NONVERBAL>
17_MICH,That certainly happens in music.
17_JIM,Happens yes. I- yeah.
17_MICH,Yeah.
17_JIM,You know. I mean it happens all over the place.
17_MICH,"You know I wish I was, uh, the person, whose voice they used in the telephone, when it tells you, the number has been changed, And that I had uh, copyright, get some royalties. Like, that lady, you know, h- you hear, the number you have reached, da-duh da-duh da-duh da-duh da-duh da-duh."
17_JIM,"They got a different woman, didn't they."
17_MICH,Hunh.
17_JIM,Didn't they get a different woman. When she th- tried to do that.
17_MICH,I don't know if they did.
17_JIM,"They, they, they hired another voice."
17_MICH,I didn't hear any follow-up... but.
17_JIM,That's what I thought that they did anyways.
17_MICH,"Yeah... hunh... they certainly use her a lot. But I mean it-... they only use, what... a s- uh... five seconds total or something. You know, it's a-..."
17_JIM,"Probably took her a long time to, to say every possible combination."
17_MICH,"Oh but, they... the computer does that. All she has to do is say each digit... and the computer."
17_JIM,Oh that's all it is.
17_MICH,Yeah... it's like a series of samples.
17_JIM,And it automatically sorts em.
17_MICH,Unhunh.
17_JIM,Yeah.
17_MICH,"Right... yeah... so it's, Probably the total actual s- speaking that they use, is pretty short. It would be much more pleasant if they had done all the combinations though. You know, call it up, and there's something that actually says your number, in toto, You know."
17_JIM,"Yeah. Or, because it recognizes your phone number, it automatically goes into the computer, finds that."
17_MICH,Yeah.
17_JIM,And... a and names the name.
17_MICH,That sample.
17_JIM,"Thank you Mister Smith, for calling Pacific Bell..."
17_MICH,"Yeah, right. You know."
17_JIM,I am your personal computer representative...
17_MICH,That'd be great...
17_JIM,<NONVERBAL>
17_MICH,<NONVERBAL>
17_JIM,"Push one, if you wish to know my phone number, push two, if you wish to h-..."
17_MICH,My phone number that I.
17_JIM,"You know have dinner with me, push three..."
17_MICH,<NONVERBAL>
17_JIM,"If you want to uh, uh."
17_MICH,"Artificial intelligence personality, that you call up."
17_JIM,"Yeah so, if you do not like this personality, push zero, and a new personality."
17_MICH,Yeah...
17_JIM,Will be provided for you.
17_MICH,Yeah.
17_JIM,At no extra charge.
17_MICH,Yeah. Hunh.
17_JIM,You are allowed up to five personalities in one phone call...
17_MICH,<NONVERBAL>
17_JIM,"uh well the networking of computers is getting uh such that, you know, almost anything's possible. Any <XX>."
17_MICH,"Yeah, that's why I like it."
17_JIM,"It's just matrixing, and, just, con- constantly, building and building, upon building upon building, on these complexities, and building controllers for them."
17_MICH,"That's right, and."
17_JIM,And building on top of those.
17_MICH,And you're building on the thoughts of th- your predecessors...
17_JIM,<NONVERBAL>
17_MICH,"But your predecessors, in this case, could be like last year..."
17_JIM,<NONVERBAL>
17_MICH,"You know it's like, it's moving so fast."
17_JIM,Oh. So fast.
17_MICH,It's like a r-...
17_JIM,<NONVERBAL>
17_MICH,"It's a reflection of the brain, and it's communication like books, but it's much quicker. And it's like."
17_JIM,But when they get.
17_MICH,"If you can think of something and define it, you can make it happen. If it just about information. I mean you can't."
17_JIM,"If it's just about information, that's very true."
17_MICH,"Yeah. You can't conjure something up, like a car out of nothing. But."
17_JIM,"Well with the superconductors, uh, that's gonna make it, you know, so economical."
17_MICH,Mhm.
17_JIM,"For everybody, to have, all the electronic, this and that that they want, because there'll be so little loss of electricity."
17_MICH,Yeah. And it'll be small.
17_JIM,"You know and it. It'll be f- so small, that we'll have enormous amount-... uh... we should have an enormous supply of it."
17_MICH,"Yeah like, every light switch will have its own computer or something you know. Basically, because it'll be cheap enough that, cheap as a switch these days or something."
17_JIM,It won't cost anything.
17_MICH,You know.
17_JIM,"Ky-... and it... and when they go into outer space, and start growing this thi- those uh, silicon chips without any flaws."
17_MICH,Hm.
17_JIM,"They'll be able to uh, grow circuitry that is so complicated, that, you know, that gravity destroys it... so they'll be able to uh."
17_MICH,Hm.
17_JIM,Uh.
17_MICH,Yeah.
17_JIM,"Uh to-... i- they'll be able to get these fantastic uh circuits, f- like say for a whole television set, just on one chip. And uh..."
17_MICH,<NONVERBAL>
17_JIM,"Uh, and then it'll harden out there, and k- they'll bring it back... a- uh, the whole thing is s..."
17_MICH,<NONVERBAL>
17_JIM,"Is s, is so sensational."
17_MICH,That'll be expensive at first.
17_JIM,God. But can you.
17_MICH,"Growing em in space, but that's great."
17_JIM,"Yeah... it'll... it'll uh, it'll be worth it."
17_MICH,"In. This technology out of most of, uh m-, anything in the past, ha- has m-... it's becoming like we're shaping our our destiny, or ourselves... um, with this technology, more than we have in uh with any other in the past, it seems... just b like, whatever we think it b- uh... we can make it... but there's one technology that's um, gonna overtake that, and that's DNA research... which is, like, a total scam at this point, still it's, they're just like, bombarding uh organisms with radiation, to see what comes up... you know. We have very little control over it. But once we do, we'll be able to program biology as well."
17_JIM,Well that's pretty frightening concept.
17_MICH,It is frightening but.
17_JIM,We can't even control our freeways.
17_MICH,"Um, I know."
17_JIM,You know...
17_MICH,<NONVERBAL>
17_JIM,I mean.
17_MICH,"But, i- uh... the thing is, any s- technology that comes up, it gets used. Once it's out there in the open..."
17_JIM,<NONVERBAL>
17_MICH,The-.
17_JIM,Well I hope.
17_MICH,The society as a- a whole.
17_JIM,I hope they use fractals. Are you familiar with fractals.
17_MICH,Unhunh.
17_JIM,"Yeah, I hope they use a lot of fractals. Because f-."
17_MICH,In biology research.
17_JIM,"Uh, uh No. But in, well, the connection between mathematics and biology, can be found k-."
17_MICH,Unhunh.
17_JIM,"Uh, more easily with fractals, than it can with uh regular mathematics."
17_MICH,Yeah...
17_JIM,<NONVERBAL>
17_MICH,Yeah.
17_JIM,"So, you know, I'm looking for the p- connection, between science and, and religion and, and and and biology."
17_MICH,Mhm.
17_JIM,"As it were, ar-... th- you know, the living as spiritual, and the... and the."
17_MICH,Like the ancient science were.
17_JIM,"And the sci-... and the scientific, Pardon."
17_MICH,"It was, like the ancient science, it was just a branch of knowledge, which is- included all knowledge basically."
17_JIM,Alchemy... alchemy. Right.
17_MICH,Unhunh.
17_JIM,Yeah...
17_MICH,Whatever gets the job done.
